"A"	"B"	"Neither"	"A.Not.B"	"B.Not.A"	"Both"	"or"	"pval"	"logor"	"nlp"	"adjp"
"chr7loss"	"inv(16)"	71	2	3	0	0	1	-Inf	0	1
"chr13gain"	"inv(16)"	71	2	3	0	0	1	-Inf	0	1
"CDH2"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"CSF3R"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"KRAS"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"NOTCH2"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"SETBP1"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"STAG2"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"JAK2"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"BIRC3"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"MYCN"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"TET2"	"U2AF1"	59	16	1	0	0	1	-Inf	0	1
"RAD21"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"CDKN2A"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"POT1"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"chr5qdel"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"chr22gain"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"chr5loss"	"TET2"	59	1	16	0	0	1	-Inf	0	1
"ATM"	"DNMT3A"	51	2	22	1	1.15676719396113	1	0.145629212719686	0	1
"DNMT3A"	"KIT"	51	22	2	1	1.15676719396112	1	0.145629212719677	0	1
"CDH2"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"CSF3R"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"KRAS"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"NOTCH2"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"SETBP1"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"STAG2"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"PTEN"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"JAK2"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"BIRC3"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"MYCN"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"U2AF1"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"RAD21"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"CDKN2A"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"POT1"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"TBL1XR1"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"chr5qdel"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"chr5loss"	"WT1"	67	1	8	0	0	1	-Inf	0	1
"CDH2"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"CSF3R"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"NOTCH2"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"SETBP1"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"STAG2"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"PTEN"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"JAK2"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"BIRC3"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"MYCN"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"TP53"	"U2AF1"	68	7	1	0	0	1	-Inf	0	1
"RAD21"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"CDKN2A"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"POT1"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"TBL1XR1"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"chr5qdel"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"chr22gain"	"TP53"	68	1	7	0	0	1	-Inf	0	1
"ASXL1"	"IDH2"	56	10	9	1	0.625656495060935	1	-0.468953788424015	0	1
"CBL"	"PHF6"	70	3	3	0	0	1	-Inf	0	1
"PHF6"	"SF3B1"	70	3	3	0	0	1	-Inf	0	1
"ATM"	"CBL"	70	3	3	0	0	1	-Inf	0	1
"ATM"	"SF3B1"	70	3	3	0	0	1	-Inf	0	1
"ATM"	"PHF6"	70	3	3	0	0	1	-Inf	0	1
"CBL"	"RUNX1"	70	3	3	0	0	1	-Inf	0	1
"RUNX1"	"SF3B1"	70	3	3	0	0	1	-Inf	0	1
"PHF6"	"RUNX1"	70	3	3	0	0	1	-Inf	0	1
"ATM"	"RUNX1"	70	3	3	0	0	1	-Inf	0	1
"CBL"	"KIT"	70	3	3	0	0	1	-Inf	0	1
"KIT"	"SF3B1"	70	3	3	0	0	1	-Inf	0	1
"KIT"	"PHF6"	70	3	3	0	0	1	-Inf	0	1
"ATM"	"KIT"	70	3	3	0	0	1	-Inf	0	1
"CBL"	"t(8;21)"	70	3	3	0	0	1	-Inf	0	1
"SF3B1"	"t(8;21)"	70	3	3	0	0	1	-Inf	0	1
"PHF6"	"t(8;21)"	70	3	3	0	0	1	-Inf	0	1
"RUNX1"	"t(8;21)"	70	3	3	0	0	1	-Inf	0	1
"KIT"	"t(8;21)"	70	3	3	0	0	1	-Inf	0	1
"CBL"	"chr8gain"	70	3	3	0	0	1	-Inf	0	1
"chr8gain"	"SF3B1"	70	3	3	0	0	1	-Inf	0	1
"chr8gain"	"PHF6"	70	3	3	0	0	1	-Inf	0	1
"ATM"	"chr8gain"	70	3	3	0	0	1	-Inf	0	1
"chr8gain"	"t(8;21)"	70	3	3	0	0	1	-Inf	0	1
"CBL"	"inv(16)"	70	3	3	0	0	1	-Inf	0	1
"ATM"	"inv(16)"	70	3	3	0	0	1	-Inf	0	1
"inv(16)"	"RUNX1"	70	3	3	0	0	1	-Inf	0	1
"inv(16)"	"t(8;21)"	70	3	3	0	0	1	-Inf	0	1
"chr8gain"	"inv(16)"	70	3	3	0	0	1	-Inf	0	1
"ASXL1"	"CDH2"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"CSF3R"	64	11	1	0	0	1	-Inf	0	1
"CBL"	"TP53"	66	3	7	0	0	1	-Inf	0	1
"SF3B1"	"TP53"	66	3	7	0	0	1	-Inf	0	1
"PHF6"	"TP53"	66	3	7	0	0	1	-Inf	0	1
"ATM"	"TP53"	66	3	7	0	0	1	-Inf	0	1
"RUNX1"	"TP53"	66	3	7	0	0	1	-Inf	0	1
"KIT"	"TP53"	66	3	7	0	0	1	-Inf	0	1
"t(8;21)"	"TP53"	66	3	7	0	0	1	-Inf	0	1
"chr8gain"	"TP53"	66	3	7	0	0	1	-Inf	0	1
"inv(16)"	"TP53"	66	3	7	0	0	1	-Inf	0	1
"ABL1"	"FLT3"	41	1	33	1	1.23884827230461	1	0.214182135345617	0	1
"FLT3"	"ZRSR2"	41	33	1	1	1.2388482723046	1	0.214182135345609	0	1
"BCOR"	"FLT3"	41	1	33	1	1.23884827230461	1	0.214182135345617	0	1
"FLT3"	"MYC"	41	33	1	1	1.2388482723046	1	0.214182135345609	0	1
"chr13gain"	"FLT3"	41	1	33	1	1.23884827230461	1	0.214182135345617	0	1
"ETV6"	"NPM1"	46	3	26	1	0.593525027610749	1	-0.521675896300464	0	1
"NPM1"	"NRAS"	46	26	3	1	0.593525027610749	1	-0.521675896300464	0	1
"CDH2"	"IDH2"	65	1	10	0	0	1	-Inf	0	1
"CSF3R"	"IDH2"	65	1	10	0	0	1	-Inf	0	1
"IDH2"	"KRAS"	65	10	1	0	0	1	-Inf	0	1
"IDH2"	"NOTCH2"	65	10	1	0	0	1	-Inf	0	1
"IDH2"	"SETBP1"	65	10	1	0	0	1	-Inf	0	1
"IDH2"	"STAG2"	65	10	1	0	0	1	-Inf	0	1
"IDH2"	"PTEN"	65	10	1	0	0	1	-Inf	0	1
"BIRC3"	"IDH2"	65	1	10	0	0	1	-Inf	0	1
"IDH2"	"MYCN"	65	10	1	0	0	1	-Inf	0	1
"IDH2"	"U2AF1"	65	10	1	0	0	1	-Inf	0	1
"IDH2"	"RAD21"	65	10	1	0	0	1	-Inf	0	1
"CDKN2A"	"IDH2"	65	1	10	0	0	1	-Inf	0	1
"IDH2"	"POT1"	65	10	1	0	0	1	-Inf	0	1
"IDH2"	"TBL1XR1"	65	10	1	0	0	1	-Inf	0	1
"chr5qdel"	"IDH2"	65	1	10	0	0	1	-Inf	0	1
"chr22gain"	"IDH2"	65	1	10	0	0	1	-Inf	0	1
"chr5loss"	"IDH2"	65	1	10	0	0	1	-Inf	0	1
"CBL"	"ETV6"	69	3	4	0	0	1	-Inf	0	1
"CBL"	"NRAS"	69	3	4	0	0	1	-Inf	0	1
"ETV6"	"SF3B1"	69	4	3	0	0	1	-Inf	0	1
"NRAS"	"SF3B1"	69	4	3	0	0	1	-Inf	0	1
"EZH2"	"SF3B1"	69	4	3	0	0	1	-Inf	0	1
"ETV6"	"PHF6"	69	4	3	0	0	1	-Inf	0	1
"NRAS"	"PHF6"	69	4	3	0	0	1	-Inf	0	1
"IDH1"	"PHF6"	69	4	3	0	0	1	-Inf	0	1
"EZH2"	"PHF6"	69	4	3	0	0	1	-Inf	0	1
"CBL"	"NOTCH1"	69	3	4	0	0	1	-Inf	0	1
"NOTCH1"	"PHF6"	69	4	3	0	0	1	-Inf	0	1
"ATM"	"ETV6"	69	3	4	0	0	1	-Inf	0	1
"ATM"	"NRAS"	69	3	4	0	0	1	-Inf	0	1
"ATM"	"IDH1"	69	3	4	0	0	1	-Inf	0	1
"ATM"	"EZH2"	69	3	4	0	0	1	-Inf	0	1
"ATM"	"NOTCH1"	69	3	4	0	0	1	-Inf	0	1
"ETV6"	"RUNX1"	69	4	3	0	0	1	-Inf	0	1
"NRAS"	"RUNX1"	69	4	3	0	0	1	-Inf	0	1
"IDH1"	"RUNX1"	69	4	3	0	0	1	-Inf	0	1
"EZH2"	"RUNX1"	69	4	3	0	0	1	-Inf	0	1
"ETV6"	"KIT"	69	4	3	0	0	1	-Inf	0	1
"KIT"	"NRAS"	69	3	4	0	0	1	-Inf	0	1
"IDH1"	"KIT"	69	4	3	0	0	1	-Inf	0	1
"EZH2"	"KIT"	69	4	3	0	0	1	-Inf	0	1
"KIT"	"NOTCH1"	69	3	4	0	0	1	-Inf	0	1
"NRAS"	"t(8;21)"	69	4	3	0	0	1	-Inf	0	1
"IDH1"	"t(8;21)"	69	4	3	0	0	1	-Inf	0	1
"EZH2"	"t(8;21)"	69	4	3	0	0	1	-Inf	0	1
"NOTCH1"	"t(8;21)"	69	4	3	0	0	1	-Inf	0	1
"chr8gain"	"ETV6"	69	3	4	0	0	1	-Inf	0	1
"chr8gain"	"NRAS"	69	3	4	0	0	1	-Inf	0	1
"chr8gain"	"IDH1"	69	3	4	0	0	1	-Inf	0	1
"chr8gain"	"EZH2"	69	3	4	0	0	1	-Inf	0	1
"chr8gain"	"NOTCH1"	69	3	4	0	0	1	-Inf	0	1
"ETV6"	"inv(16)"	69	4	3	0	0	1	-Inf	0	1
"inv(16)"	"NRAS"	69	3	4	0	0	1	-Inf	0	1
"IDH1"	"inv(16)"	69	4	3	0	0	1	-Inf	0	1
"EZH2"	"inv(16)"	69	4	3	0	0	1	-Inf	0	1
"ETV6"	"SRSF2"	70	4	2	0	0	1	-Inf	0	1
"NRAS"	"SRSF2"	70	4	2	0	0	1	-Inf	0	1
"IDH1"	"SRSF2"	70	4	2	0	0	1	-Inf	0	1
"ETV6"	"U2AF2"	70	4	2	0	0	1	-Inf	0	1
"IDH1"	"U2AF2"	70	4	2	0	0	1	-Inf	0	1
"EZH2"	"U2AF2"	70	4	2	0	0	1	-Inf	0	1
"ABL1"	"ETV6"	70	2	4	0	0	1	-Inf	0	1
"ABL1"	"NRAS"	70	2	4	0	0	1	-Inf	0	1
"ABL1"	"IDH1"	70	2	4	0	0	1	-Inf	0	1
"ABL1"	"EZH2"	70	2	4	0	0	1	-Inf	0	1
"NOTCH1"	"U2AF2"	70	4	2	0	0	1	-Inf	0	1
"ABL1"	"NOTCH1"	70	2	4	0	0	1	-Inf	0	1
"ETV6"	"ZRSR2"	70	4	2	0	0	1	-Inf	0	1
"NRAS"	"ZRSR2"	70	4	2	0	0	1	-Inf	0	1
"IDH1"	"ZRSR2"	70	4	2	0	0	1	-Inf	0	1
"BCOR"	"ETV6"	70	2	4	0	0	1	-Inf	0	1
"BCOR"	"NRAS"	70	2	4	0	0	1	-Inf	0	1
"BCOR"	"IDH1"	70	2	4	0	0	1	-Inf	0	1
"BCOR"	"EZH2"	70	2	4	0	0	1	-Inf	0	1
"BCOR"	"NOTCH1"	70	2	4	0	0	1	-Inf	0	1
"ETV6"	"MYC"	70	4	2	0	0	1	-Inf	0	1
"MYC"	"NRAS"	70	2	4	0	0	1	-Inf	0	1
"IDH1"	"MYC"	70	4	2	0	0	1	-Inf	0	1
"EZH2"	"MYC"	70	4	2	0	0	1	-Inf	0	1
"MYC"	"NOTCH1"	70	2	4	0	0	1	-Inf	0	1
"ETV6"	"NF1"	70	4	2	0	0	1	-Inf	0	1
"NF1"	"NRAS"	70	2	4	0	0	1	-Inf	0	1
"IDH1"	"NF1"	70	4	2	0	0	1	-Inf	0	1
"EZH2"	"NF1"	70	4	2	0	0	1	-Inf	0	1
"chr11qdel"	"ETV6"	70	2	4	0	0	1	-Inf	0	1
"chr11qdel"	"IDH1"	70	2	4	0	0	1	-Inf	0	1
"chr11qdel"	"EZH2"	70	2	4	0	0	1	-Inf	0	1
"chr11qdel"	"NOTCH1"	70	2	4	0	0	1	-Inf	0	1
"chr7loss"	"ETV6"	70	2	4	0	0	1	-Inf	0	1
"chr7loss"	"NRAS"	70	2	4	0	0	1	-Inf	0	1
"chr7loss"	"IDH1"	70	2	4	0	0	1	-Inf	0	1
"chr7loss"	"EZH2"	70	2	4	0	0	1	-Inf	0	1
"chr7loss"	"NOTCH1"	70	2	4	0	0	1	-Inf	0	1
"chr13gain"	"ETV6"	70	2	4	0	0	1	-Inf	0	1
"chr13gain"	"NRAS"	70	2	4	0	0	1	-Inf	0	1
"chr13gain"	"IDH1"	70	2	4	0	0	1	-Inf	0	1
"chr13gain"	"EZH2"	70	2	4	0	0	1	-Inf	0	1
"chr13gain"	"NOTCH1"	70	2	4	0	0	1	-Inf	0	1
"chr21gain"	"ETV6"	70	2	4	0	0	1	-Inf	0	1
"chr21gain"	"NRAS"	70	2	4	0	0	1	-Inf	0	1
"chr21gain"	"IDH1"	70	2	4	0	0	1	-Inf	0	1
"chr21gain"	"EZH2"	70	2	4	0	0	1	-Inf	0	1
"chr21gain"	"NOTCH1"	70	2	4	0	0	1	-Inf	0	1
"chr17loss"	"ETV6"	70	2	4	0	0	1	-Inf	0	1
"chr17loss"	"NRAS"	70	2	4	0	0	1	-Inf	0	1
"chr17loss"	"IDH1"	70	2	4	0	0	1	-Inf	0	1
"chr17loss"	"EZH2"	70	2	4	0	0	1	-Inf	0	1
"chr17loss"	"NOTCH1"	70	2	4	0	0	1	-Inf	0	1
"SRSF2"	"U2AF2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"SRSF2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"U2AF2"	72	2	2	0	0	1	-Inf	0	1
"U2AF2"	"ZRSR2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"ZRSR2"	72	2	2	0	0	1	-Inf	0	1
"BCOR"	"SRSF2"	72	2	2	0	0	1	-Inf	0	1
"BCOR"	"U2AF2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"BCOR"	72	2	2	0	0	1	-Inf	0	1
"BCOR"	"ZRSR2"	72	2	2	0	0	1	-Inf	0	1
"MYC"	"SRSF2"	72	2	2	0	0	1	-Inf	0	1
"MYC"	"U2AF2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"MYC"	72	2	2	0	0	1	-Inf	0	1
"MYC"	"ZRSR2"	72	2	2	0	0	1	-Inf	0	1
"BCOR"	"MYC"	72	2	2	0	0	1	-Inf	0	1
"NF1"	"SRSF2"	72	2	2	0	0	1	-Inf	0	1
"NF1"	"U2AF2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"NF1"	72	2	2	0	0	1	-Inf	0	1
"NF1"	"ZRSR2"	72	2	2	0	0	1	-Inf	0	1
"BCOR"	"NF1"	72	2	2	0	0	1	-Inf	0	1
"chr11qdel"	"SRSF2"	72	2	2	0	0	1	-Inf	0	1
"chr11qdel"	"U2AF2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"chr11qdel"	72	2	2	0	0	1	-Inf	0	1
"chr11qdel"	"ZRSR2"	72	2	2	0	0	1	-Inf	0	1
"BCOR"	"chr11qdel"	72	2	2	0	0	1	-Inf	0	1
"chr11qdel"	"MYC"	72	2	2	0	0	1	-Inf	0	1
"chr11qdel"	"NF1"	72	2	2	0	0	1	-Inf	0	1
"chr7loss"	"SRSF2"	72	2	2	0	0	1	-Inf	0	1
"chr7loss"	"U2AF2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"chr7loss"	72	2	2	0	0	1	-Inf	0	1
"chr7loss"	"ZRSR2"	72	2	2	0	0	1	-Inf	0	1
"BCOR"	"chr7loss"	72	2	2	0	0	1	-Inf	0	1
"chr11qdel"	"chr7loss"	72	2	2	0	0	1	-Inf	0	1
"chr13gain"	"SRSF2"	72	2	2	0	0	1	-Inf	0	1
"chr13gain"	"U2AF2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"chr13gain"	72	2	2	0	0	1	-Inf	0	1
"chr13gain"	"ZRSR2"	72	2	2	0	0	1	-Inf	0	1
"BCOR"	"chr13gain"	72	2	2	0	0	1	-Inf	0	1
"chr13gain"	"MYC"	72	2	2	0	0	1	-Inf	0	1
"chr13gain"	"NF1"	72	2	2	0	0	1	-Inf	0	1
"chr13gain"	"chr7loss"	72	2	2	0	0	1	-Inf	0	1
"chr21gain"	"SRSF2"	72	2	2	0	0	1	-Inf	0	1
"chr21gain"	"U2AF2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"chr21gain"	72	2	2	0	0	1	-Inf	0	1
"chr21gain"	"ZRSR2"	72	2	2	0	0	1	-Inf	0	1
"BCOR"	"chr21gain"	72	2	2	0	0	1	-Inf	0	1
"chr21gain"	"MYC"	72	2	2	0	0	1	-Inf	0	1
"chr21gain"	"NF1"	72	2	2	0	0	1	-Inf	0	1
"chr21gain"	"chr7loss"	72	2	2	0	0	1	-Inf	0	1
"chr17loss"	"SRSF2"	72	2	2	0	0	1	-Inf	0	1
"chr17loss"	"U2AF2"	72	2	2	0	0	1	-Inf	0	1
"ABL1"	"chr17loss"	72	2	2	0	0	1	-Inf	0	1
"chr17loss"	"ZRSR2"	72	2	2	0	0	1	-Inf	0	1
"BCOR"	"chr17loss"	72	2	2	0	0	1	-Inf	0	1
"TET2"	"U2AF2"	58	16	2	0	0	1	-Inf	0	1
"ABL1"	"TET2"	58	2	16	0	0	1	-Inf	0	1
"MYC"	"TET2"	58	2	16	0	0	1	-Inf	0	1
"NF1"	"TET2"	58	2	16	0	0	1	-Inf	0	1
"chr11qdel"	"TET2"	58	2	16	0	0	1	-Inf	0	1
"chr7loss"	"TET2"	58	2	16	0	0	1	-Inf	0	1
"chr13gain"	"TET2"	58	2	16	0	0	1	-Inf	0	1
"chr21gain"	"TET2"	58	2	16	0	0	1	-Inf	0	1
"chr17loss"	"TET2"	58	2	16	0	0	1	-Inf	0	1
"CBL"	"CDH2"	72	3	1	0	0	1	-Inf	0	1
"CBL"	"CSF3R"	72	3	1	0	0	1	-Inf	0	1
"CDH2"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"CSF3R"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"CBL"	"KRAS"	72	3	1	0	0	1	-Inf	0	1
"KRAS"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"CBL"	"NOTCH2"	72	3	1	0	0	1	-Inf	0	1
"NOTCH2"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"CDH2"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"CSF3R"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"KRAS"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"NOTCH2"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"ATM"	"CDH2"	72	3	1	0	0	1	-Inf	0	1
"ATM"	"CSF3R"	72	3	1	0	0	1	-Inf	0	1
"ATM"	"KRAS"	72	3	1	0	0	1	-Inf	0	1
"ATM"	"NOTCH2"	72	3	1	0	0	1	-Inf	0	1
"CBL"	"SETBP1"	72	3	1	0	0	1	-Inf	0	1
"SETBP1"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"PHF6"	"SETBP1"	72	3	1	0	0	1	-Inf	0	1
"ATM"	"SETBP1"	72	3	1	0	0	1	-Inf	0	1
"CBL"	"STAG2"	72	3	1	0	0	1	-Inf	0	1
"SF3B1"	"STAG2"	72	3	1	0	0	1	-Inf	0	1
"PHF6"	"STAG2"	72	3	1	0	0	1	-Inf	0	1
"ATM"	"STAG2"	72	3	1	0	0	1	-Inf	0	1
"CDH2"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"CSF3R"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"KRAS"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"NOTCH2"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"RUNX1"	"SETBP1"	72	3	1	0	0	1	-Inf	0	1
"RUNX1"	"STAG2"	72	3	1	0	0	1	-Inf	0	1
"CDH2"	"KIT"	72	1	3	0	0	1	-Inf	0	1
"CSF3R"	"KIT"	72	1	3	0	0	1	-Inf	0	1
"KIT"	"KRAS"	72	3	1	0	0	1	-Inf	0	1
"KIT"	"NOTCH2"	72	3	1	0	0	1	-Inf	0	1
"KIT"	"SETBP1"	72	3	1	0	0	1	-Inf	0	1
"KIT"	"STAG2"	72	3	1	0	0	1	-Inf	0	1
"CBL"	"PTEN"	72	3	1	0	0	1	-Inf	0	1
"PTEN"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"PHF6"	"PTEN"	72	3	1	0	0	1	-Inf	0	1
"ATM"	"PTEN"	72	3	1	0	0	1	-Inf	0	1
"PTEN"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"KIT"	"PTEN"	72	3	1	0	0	1	-Inf	0	1
"CBL"	"JAK2"	72	3	1	0	0	1	-Inf	0	1
"JAK2"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"JAK2"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"ATM"	"JAK2"	72	3	1	0	0	1	-Inf	0	1
"JAK2"	"KIT"	72	1	3	0	0	1	-Inf	0	1
"BIRC3"	"CBL"	72	1	3	0	0	1	-Inf	0	1
"BIRC3"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"BIRC3"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"ATM"	"BIRC3"	72	3	1	0	0	1	-Inf	0	1
"BIRC3"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"BIRC3"	"KIT"	72	1	3	0	0	1	-Inf	0	1
"CBL"	"MYCN"	72	3	1	0	0	1	-Inf	0	1
"MYCN"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"MYCN"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"ATM"	"MYCN"	72	3	1	0	0	1	-Inf	0	1
"MYCN"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"KIT"	"MYCN"	72	3	1	0	0	1	-Inf	0	1
"CBL"	"U2AF1"	72	3	1	0	0	1	-Inf	0	1
"SF3B1"	"U2AF1"	72	3	1	0	0	1	-Inf	0	1
"PHF6"	"U2AF1"	72	3	1	0	0	1	-Inf	0	1
"ATM"	"U2AF1"	72	3	1	0	0	1	-Inf	0	1
"RUNX1"	"U2AF1"	72	3	1	0	0	1	-Inf	0	1
"KIT"	"U2AF1"	72	3	1	0	0	1	-Inf	0	1
"CBL"	"RAD21"	72	3	1	0	0	1	-Inf	0	1
"RAD21"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"PHF6"	"RAD21"	72	3	1	0	0	1	-Inf	0	1
"ATM"	"RAD21"	72	3	1	0	0	1	-Inf	0	1
"RAD21"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"KIT"	"RAD21"	72	3	1	0	0	1	-Inf	0	1
"CBL"	"CDKN2A"	72	3	1	0	0	1	-Inf	0	1
"CDKN2A"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"CDKN2A"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"CDKN2A"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"CDKN2A"	"KIT"	72	1	3	0	0	1	-Inf	0	1
"CBL"	"POT1"	72	3	1	0	0	1	-Inf	0	1
"POT1"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"PHF6"	"POT1"	72	3	1	0	0	1	-Inf	0	1
"ATM"	"POT1"	72	3	1	0	0	1	-Inf	0	1
"POT1"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"KIT"	"POT1"	72	3	1	0	0	1	-Inf	0	1
"CBL"	"TBL1XR1"	72	3	1	0	0	1	-Inf	0	1
"SF3B1"	"TBL1XR1"	72	3	1	0	0	1	-Inf	0	1
"PHF6"	"TBL1XR1"	72	3	1	0	0	1	-Inf	0	1
"ATM"	"TBL1XR1"	72	3	1	0	0	1	-Inf	0	1
"RUNX1"	"TBL1XR1"	72	3	1	0	0	1	-Inf	0	1
"KIT"	"TBL1XR1"	72	3	1	0	0	1	-Inf	0	1
"KRAS"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"NOTCH2"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"SETBP1"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"STAG2"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"JAK2"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"BIRC3"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"MYCN"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"t(8;21)"	"U2AF1"	72	3	1	0	0	1	-Inf	0	1
"RAD21"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"CDKN2A"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"POT1"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"t(8;21)"	"TBL1XR1"	72	3	1	0	0	1	-Inf	0	1
"CBL"	"chr5qdel"	72	3	1	0	0	1	-Inf	0	1
"chr5qdel"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"chr5qdel"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"ATM"	"chr5qdel"	72	3	1	0	0	1	-Inf	0	1
"chr5qdel"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"chr5qdel"	"KIT"	72	1	3	0	0	1	-Inf	0	1
"chr5qdel"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"CDH2"	"chr8gain"	72	1	3	0	0	1	-Inf	0	1
"chr8gain"	"CSF3R"	72	3	1	0	0	1	-Inf	0	1
"chr8gain"	"KRAS"	72	3	1	0	0	1	-Inf	0	1
"chr8gain"	"NOTCH2"	72	3	1	0	0	1	-Inf	0	1
"chr8gain"	"SETBP1"	72	3	1	0	0	1	-Inf	0	1
"chr8gain"	"STAG2"	72	3	1	0	0	1	-Inf	0	1
"chr8gain"	"PTEN"	72	3	1	0	0	1	-Inf	0	1
"chr8gain"	"JAK2"	72	3	1	0	0	1	-Inf	0	1
"BIRC3"	"chr8gain"	72	1	3	0	0	1	-Inf	0	1
"chr8gain"	"MYCN"	72	3	1	0	0	1	-Inf	0	1
