"A"	"B"	"Neither"	"A.Not.B"	"B.Not.A"	"Both"	"or"	"pval"	"logor"	"nlp"	"adjp"
"CBL"	"chr13gain"	71	3	2	0	0	1	-Inf	0	1
"chr13gain"	"SF3B1"	71	2	3	0	0	1	-Inf	0	1
"chr13gain"	"PHF6"	71	2	3	0	0	1	-Inf	0	1
"ATM"	"chr13gain"	71	3	2	0	0	1	-Inf	0	1
"chr13gain"	"RUNX1"	71	2	3	0	0	1	-Inf	0	1
"chr13gain"	"KIT"	71	2	3	0	0	1	-Inf	0	1
"chr13gain"	"t(8;21)"	71	2	3	0	0	1	-Inf	0	1
"chr13gain"	"chr8gain"	71	2	3	0	0	1	-Inf	0	1
"CBL"	"chr21gain"	71	3	2	0	0	1	-Inf	0	1
"chr21gain"	"SF3B1"	71	2	3	0	0	1	-Inf	0	1
"chr21gain"	"PHF6"	71	2	3	0	0	1	-Inf	0	1
"ATM"	"chr21gain"	71	3	2	0	0	1	-Inf	0	1
"chr21gain"	"RUNX1"	71	2	3	0	0	1	-Inf	0	1
"chr21gain"	"KIT"	71	2	3	0	0	1	-Inf	0	1
"chr21gain"	"t(8;21)"	71	2	3	0	0	1	-Inf	0	1
"chr21gain"	"chr8gain"	71	2	3	0	0	1	-Inf	0	1
"chr21gain"	"inv(16)"	71	2	3	0	0	1	-Inf	0	1
"CBL"	"chr17loss"	71	3	2	0	0	1	-Inf	0	1
"chr17loss"	"SF3B1"	71	2	3	0	0	1	-Inf	0	1
"chr17loss"	"PHF6"	71	2	3	0	0	1	-Inf	0	1
"ATM"	"chr17loss"	71	3	2	0	0	1	-Inf	0	1
"chr17loss"	"RUNX1"	71	2	3	0	0	1	-Inf	0	1
"chr17loss"	"KIT"	71	2	3	0	0	1	-Inf	0	1
"chr17loss"	"t(8;21)"	71	2	3	0	0	1	-Inf	0	1
"chr17loss"	"chr8gain"	71	2	3	0	0	1	-Inf	0	1
"chr17loss"	"inv(16)"	71	2	3	0	0	1	-Inf	0	1
"ASXL1"	"U2AF2"	63	11	2	0	0	1	-Inf	0	1
"ABL1"	"ASXL1"	63	2	11	0	0	1	-Inf	0	1
"ASXL1"	"BCOR"	63	11	2	0	0	1	-Inf	0	1
"ASXL1"	"MYC"	63	11	2	0	0	1	-Inf	0	1
"ASXL1"	"NF1"	63	11	2	0	0	1	-Inf	0	1
"ASXL1"	"chr11qdel"	63	11	2	0	0	1	-Inf	0	1
"ASXL1"	"chr7loss"	63	11	2	0	0	1	-Inf	0	1
"ASXL1"	"chr13gain"	63	11	2	0	0	1	-Inf	0	1
"ASXL1"	"chr17loss"	63	11	2	0	0	1	-Inf	0	1
"IDH2"	"U2AF2"	64	10	2	0	0	1	-Inf	0	1
"ABL1"	"IDH2"	64	2	10	0	0	1	-Inf	0	1
"IDH2"	"ZRSR2"	64	10	2	0	0	1	-Inf	0	1
"BCOR"	"IDH2"	64	2	10	0	0	1	-Inf	0	1
"IDH2"	"MYC"	64	10	2	0	0	1	-Inf	0	1
"IDH2"	"NF1"	64	10	2	0	0	1	-Inf	0	1
"chr11qdel"	"IDH2"	64	2	10	0	0	1	-Inf	0	1
"chr7loss"	"IDH2"	64	2	10	0	0	1	-Inf	0	1
"chr13gain"	"IDH2"	64	2	10	0	0	1	-Inf	0	1
"chr21gain"	"IDH2"	64	2	10	0	0	1	-Inf	0	1
"chr17loss"	"IDH2"	64	2	10	0	0	1	-Inf	0	1
"CDH2"	"ETV6"	71	1	4	0	0	1	-Inf	0	1
"CSF3R"	"ETV6"	71	1	4	0	0	1	-Inf	0	1
"CDH2"	"NRAS"	71	1	4	0	0	1	-Inf	0	1
"CSF3R"	"NRAS"	71	1	4	0	0	1	-Inf	0	1
"CDH2"	"IDH1"	71	1	4	0	0	1	-Inf	0	1
"CSF3R"	"IDH1"	71	1	4	0	0	1	-Inf	0	1
"CDH2"	"EZH2"	71	1	4	0	0	1	-Inf	0	1
"CSF3R"	"EZH2"	71	1	4	0	0	1	-Inf	0	1
"ETV6"	"KRAS"	71	4	1	0	0	1	-Inf	0	1
"KRAS"	"NRAS"	71	1	4	0	0	1	-Inf	0	1
"ETV6"	"NOTCH2"	71	4	1	0	0	1	-Inf	0	1
"IDH1"	"NOTCH2"	71	4	1	0	0	1	-Inf	0	1
"EZH2"	"NOTCH2"	71	4	1	0	0	1	-Inf	0	1
"CDH2"	"NOTCH1"	71	1	4	0	0	1	-Inf	0	1
"CSF3R"	"NOTCH1"	71	1	4	0	0	1	-Inf	0	1
"KRAS"	"NOTCH1"	71	1	4	0	0	1	-Inf	0	1
"NOTCH1"	"NOTCH2"	71	4	1	0	0	1	-Inf	0	1
"ETV6"	"SETBP1"	71	4	1	0	0	1	-Inf	0	1
"NRAS"	"SETBP1"	71	4	1	0	0	1	-Inf	0	1
"IDH1"	"SETBP1"	71	4	1	0	0	1	-Inf	0	1
"EZH2"	"SETBP1"	71	4	1	0	0	1	-Inf	0	1
"NOTCH1"	"SETBP1"	71	4	1	0	0	1	-Inf	0	1
"ETV6"	"STAG2"	71	4	1	0	0	1	-Inf	0	1
"NRAS"	"STAG2"	71	4	1	0	0	1	-Inf	0	1
"IDH1"	"STAG2"	71	4	1	0	0	1	-Inf	0	1
"EZH2"	"STAG2"	71	4	1	0	0	1	-Inf	0	1
"NOTCH1"	"STAG2"	71	4	1	0	0	1	-Inf	0	1
"NRAS"	"PTEN"	71	4	1	0	0	1	-Inf	0	1
"IDH1"	"PTEN"	71	4	1	0	0	1	-Inf	0	1
"EZH2"	"PTEN"	71	4	1	0	0	1	-Inf	0	1
"NOTCH1"	"PTEN"	71	4	1	0	0	1	-Inf	0	1
"ETV6"	"JAK2"	71	4	1	0	0	1	-Inf	0	1
"JAK2"	"NRAS"	71	1	4	0	0	1	-Inf	0	1
"IDH1"	"JAK2"	71	4	1	0	0	1	-Inf	0	1
"EZH2"	"JAK2"	71	4	1	0	0	1	-Inf	0	1
"BIRC3"	"ETV6"	71	1	4	0	0	1	-Inf	0	1
"BIRC3"	"NRAS"	71	1	4	0	0	1	-Inf	0	1
"BIRC3"	"IDH1"	71	1	4	0	0	1	-Inf	0	1
"BIRC3"	"EZH2"	71	1	4	0	0	1	-Inf	0	1
"BIRC3"	"NOTCH1"	71	1	4	0	0	1	-Inf	0	1
"ETV6"	"MYCN"	71	4	1	0	0	1	-Inf	0	1
"MYCN"	"NRAS"	71	1	4	0	0	1	-Inf	0	1
"IDH1"	"MYCN"	71	4	1	0	0	1	-Inf	0	1
"EZH2"	"MYCN"	71	4	1	0	0	1	-Inf	0	1
"MYCN"	"NOTCH1"	71	1	4	0	0	1	-Inf	0	1
"ETV6"	"U2AF1"	71	4	1	0	0	1	-Inf	0	1
"NRAS"	"U2AF1"	71	4	1	0	0	1	-Inf	0	1
"IDH1"	"U2AF1"	71	4	1	0	0	1	-Inf	0	1
"EZH2"	"U2AF1"	71	4	1	0	0	1	-Inf	0	1
"NOTCH1"	"U2AF1"	71	4	1	0	0	1	-Inf	0	1
"ETV6"	"RAD21"	71	4	1	0	0	1	-Inf	0	1
"NRAS"	"RAD21"	71	4	1	0	0	1	-Inf	0	1
"IDH1"	"RAD21"	71	4	1	0	0	1	-Inf	0	1
"EZH2"	"RAD21"	71	4	1	0	0	1	-Inf	0	1
"NOTCH1"	"RAD21"	71	4	1	0	0	1	-Inf	0	1
"CDKN2A"	"ETV6"	71	1	4	0	0	1	-Inf	0	1
"CDKN2A"	"NRAS"	71	1	4	0	0	1	-Inf	0	1
"CDKN2A"	"IDH1"	71	1	4	0	0	1	-Inf	0	1
"CDKN2A"	"EZH2"	71	1	4	0	0	1	-Inf	0	1
"CDKN2A"	"NOTCH1"	71	1	4	0	0	1	-Inf	0	1
"ETV6"	"POT1"	71	4	1	0	0	1	-Inf	0	1
"NRAS"	"POT1"	71	4	1	0	0	1	-Inf	0	1
"IDH1"	"POT1"	71	4	1	0	0	1	-Inf	0	1
"EZH2"	"POT1"	71	4	1	0	0	1	-Inf	0	1
"NOTCH1"	"POT1"	71	4	1	0	0	1	-Inf	0	1
"ETV6"	"TBL1XR1"	71	4	1	0	0	1	-Inf	0	1
"NRAS"	"TBL1XR1"	71	4	1	0	0	1	-Inf	0	1
"IDH1"	"TBL1XR1"	71	4	1	0	0	1	-Inf	0	1
"EZH2"	"TBL1XR1"	71	4	1	0	0	1	-Inf	0	1
"NOTCH1"	"TBL1XR1"	71	4	1	0	0	1	-Inf	0	1
"chr5qdel"	"ETV6"	71	1	4	0	0	1	-Inf	0	1
"chr5qdel"	"IDH1"	71	1	4	0	0	1	-Inf	0	1
"chr5qdel"	"EZH2"	71	1	4	0	0	1	-Inf	0	1
"chr5qdel"	"NOTCH1"	71	1	4	0	0	1	-Inf	0	1
"chr22gain"	"ETV6"	71	1	4	0	0	1	-Inf	0	1
"chr22gain"	"NRAS"	71	1	4	0	0	1	-Inf	0	1
"chr22gain"	"IDH1"	71	1	4	0	0	1	-Inf	0	1
"chr22gain"	"EZH2"	71	1	4	0	0	1	-Inf	0	1
"chr22gain"	"NOTCH1"	71	1	4	0	0	1	-Inf	0	1
"chr5loss"	"ETV6"	71	1	4	0	0	1	-Inf	0	1
"chr5loss"	"NRAS"	71	1	4	0	0	1	-Inf	0	1
"chr5loss"	"IDH1"	71	1	4	0	0	1	-Inf	0	1
"chr5loss"	"EZH2"	71	1	4	0	0	1	-Inf	0	1
"chr5loss"	"NOTCH1"	71	1	4	0	0	1	-Inf	0	1
"DNMT3A"	"NRAS"	50	22	3	1	0.760175405580841	1	-0.274206075514352	0	1
"DNMT3A"	"EZH2"	50	22	3	1	0.760175405580841	1	-0.274206075514352	0	1
"DNMT3A"	"NOTCH1"	50	22	3	1	0.760175405580841	1	-0.274206075514352	0	1
"ASXL1"	"KRAS"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"NOTCH2"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"SETBP1"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"STAG2"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"PTEN"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"JAK2"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"BIRC3"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"MYCN"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"U2AF1"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"RAD21"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"CDKN2A"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"POT1"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"chr5loss"	64	11	1	0	0	1	-Inf	0	1
"ASXL1"	"IDH1"	61	11	4	0	0	1	-Inf	0	1
"TP53"	"WT1"	61	7	8	0	0	1	-Inf	0	1
"DNMT3A"	"SRSF2"	51	23	2	0	0	1	-Inf	0	1
"DNMT3A"	"ZRSR2"	51	23	2	0	0	1	-Inf	0	1
"DNMT3A"	"NF1"	51	23	2	0	0	1	-Inf	0	1
"chr11qdel"	"DNMT3A"	51	2	23	0	0	1	-Inf	0	1
"chr7loss"	"DNMT3A"	51	2	23	0	0	1	-Inf	0	1
"chr13gain"	"DNMT3A"	51	2	23	0	0	1	-Inf	0	1
"chr21gain"	"DNMT3A"	51	2	23	0	0	1	-Inf	0	1
"chr17loss"	"DNMT3A"	51	2	23	0	0	1	-Inf	0	1
"IDH1"	"IDH2"	62	4	10	0	0	1	-Inf	0	1
"EZH2"	"IDH2"	62	4	10	0	0	1	-Inf	0	1
"CDH2"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"CSF3R"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"CDH2"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"CSF3R"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"KRAS"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"CDH2"	73	2	1	0	0	1	-Inf	0	1
"ABL1"	"CSF3R"	73	2	1	0	0	1	-Inf	0	1
"ABL1"	"KRAS"	73	2	1	0	0	1	-Inf	0	1
"ABL1"	"NOTCH2"	73	2	1	0	0	1	-Inf	0	1
"CDH2"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"CSF3R"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"KRAS"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"NOTCH2"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"BCOR"	"CDH2"	73	2	1	0	0	1	-Inf	0	1
"BCOR"	"CSF3R"	73	2	1	0	0	1	-Inf	0	1
"BCOR"	"KRAS"	73	2	1	0	0	1	-Inf	0	1
"BCOR"	"NOTCH2"	73	2	1	0	0	1	-Inf	0	1
"BCOR"	"SETBP1"	73	2	1	0	0	1	-Inf	0	1
"BCOR"	"STAG2"	73	2	1	0	0	1	-Inf	0	1
"CDH2"	"MYC"	73	1	2	0	0	1	-Inf	0	1
"CSF3R"	"MYC"	73	1	2	0	0	1	-Inf	0	1
"KRAS"	"MYC"	73	1	2	0	0	1	-Inf	0	1
"MYC"	"NOTCH2"	73	2	1	0	0	1	-Inf	0	1
"MYC"	"SETBP1"	73	2	1	0	0	1	-Inf	0	1
"MYC"	"STAG2"	73	2	1	0	0	1	-Inf	0	1
"CDH2"	"NF1"	73	1	2	0	0	1	-Inf	0	1
"CSF3R"	"NF1"	73	1	2	0	0	1	-Inf	0	1
"KRAS"	"NF1"	73	1	2	0	0	1	-Inf	0	1
"NF1"	"NOTCH2"	73	2	1	0	0	1	-Inf	0	1
"NF1"	"SETBP1"	73	2	1	0	0	1	-Inf	0	1
"NF1"	"STAG2"	73	2	1	0	0	1	-Inf	0	1
"NF1"	"PTEN"	73	2	1	0	0	1	-Inf	0	1
"CDH2"	"chr11qdel"	73	1	2	0	0	1	-Inf	0	1
"chr11qdel"	"CSF3R"	73	2	1	0	0	1	-Inf	0	1
"chr11qdel"	"KRAS"	73	2	1	0	0	1	-Inf	0	1
"chr11qdel"	"NOTCH2"	73	2	1	0	0	1	-Inf	0	1
"chr11qdel"	"SETBP1"	73	2	1	0	0	1	-Inf	0	1
"chr11qdel"	"STAG2"	73	2	1	0	0	1	-Inf	0	1
"chr11qdel"	"PTEN"	73	2	1	0	0	1	-Inf	0	1
"chr11qdel"	"JAK2"	73	2	1	0	0	1	-Inf	0	1
"BIRC3"	"chr11qdel"	73	1	2	0	0	1	-Inf	0	1
"chr11qdel"	"MYCN"	73	2	1	0	0	1	-Inf	0	1
"chr11qdel"	"U2AF1"	73	2	1	0	0	1	-Inf	0	1
"chr11qdel"	"RAD21"	73	2	1	0	0	1	-Inf	0	1
"CDKN2A"	"chr11qdel"	73	1	2	0	0	1	-Inf	0	1
"chr11qdel"	"POT1"	73	2	1	0	0	1	-Inf	0	1
"chr11qdel"	"TBL1XR1"	73	2	1	0	0	1	-Inf	0	1
"CDH2"	"chr7loss"	73	1	2	0	0	1	-Inf	0	1
"chr7loss"	"CSF3R"	73	2	1	0	0	1	-Inf	0	1
"chr7loss"	"KRAS"	73	2	1	0	0	1	-Inf	0	1
"chr7loss"	"NOTCH2"	73	2	1	0	0	1	-Inf	0	1
"chr7loss"	"SETBP1"	73	2	1	0	0	1	-Inf	0	1
"chr7loss"	"STAG2"	73	2	1	0	0	1	-Inf	0	1
"chr7loss"	"PTEN"	73	2	1	0	0	1	-Inf	0	1
"chr7loss"	"JAK2"	73	2	1	0	0	1	-Inf	0	1
"BIRC3"	"chr7loss"	73	1	2	0	0	1	-Inf	0	1
"chr7loss"	"MYCN"	73	2	1	0	0	1	-Inf	0	1
"chr7loss"	"U2AF1"	73	2	1	0	0	1	-Inf	0	1
"chr7loss"	"RAD21"	73	2	1	0	0	1	-Inf	0	1
"CDKN2A"	"chr7loss"	73	1	2	0	0	1	-Inf	0	1
"chr7loss"	"POT1"	73	2	1	0	0	1	-Inf	0	1
"chr7loss"	"TBL1XR1"	73	2	1	0	0	1	-Inf	0	1
"chr5qdel"	"chr7loss"	73	1	2	0	0	1	-Inf	0	1
"CDH2"	"chr13gain"	73	1	2	0	0	1	-Inf	0	1
"chr13gain"	"CSF3R"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"KRAS"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"NOTCH2"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"SETBP1"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"STAG2"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"PTEN"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"JAK2"	73	2	1	0	0	1	-Inf	0	1
"BIRC3"	"chr13gain"	73	1	2	0	0	1	-Inf	0	1
"chr13gain"	"MYCN"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"U2AF1"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"RAD21"	73	2	1	0	0	1	-Inf	0	1
"CDKN2A"	"chr13gain"	73	1	2	0	0	1	-Inf	0	1
"chr13gain"	"POT1"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"TBL1XR1"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"chr5qdel"	73	2	1	0	0	1	-Inf	0	1
"CDH2"	"chr21gain"	73	1	2	0	0	1	-Inf	0	1
"chr21gain"	"CSF3R"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"KRAS"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"NOTCH2"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"SETBP1"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"STAG2"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"PTEN"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"JAK2"	73	2	1	0	0	1	-Inf	0	1
"BIRC3"	"chr21gain"	73	1	2	0	0	1	-Inf	0	1
"chr21gain"	"MYCN"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"U2AF1"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"RAD21"	73	2	1	0	0	1	-Inf	0	1
"CDKN2A"	"chr21gain"	73	1	2	0	0	1	-Inf	0	1
"chr21gain"	"POT1"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"TBL1XR1"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"chr5qdel"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"chr22gain"	73	2	1	0	0	1	-Inf	0	1
"CDH2"	"chr17loss"	73	1	2	0	0	1	-Inf	0	1
"chr17loss"	"CSF3R"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"KRAS"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"NOTCH2"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"SETBP1"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"STAG2"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"PTEN"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"JAK2"	73	2	1	0	0	1	-Inf	0	1
"BIRC3"	"chr17loss"	73	1	2	0	0	1	-Inf	0	1
"chr17loss"	"MYCN"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"U2AF1"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"RAD21"	73	2	1	0	0	1	-Inf	0	1
"CDKN2A"	"chr17loss"	73	1	2	0	0	1	-Inf	0	1
"chr17loss"	"POT1"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"TBL1XR1"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"chr5qdel"	73	2	1	0	0	1	-Inf	0	1
"chr17loss"	"chr22gain"	73	2	1	0	0	1	-Inf	0	1
"ASXL1"	"SF3B1"	62	11	3	0	0	1	-Inf	0	1
"ASXL1"	"PHF6"	62	11	3	0	0	1	-Inf	0	1
"ASXL1"	"ATM"	62	11	3	0	0	1	-Inf	0	1
"ASXL1"	"RUNX1"	62	11	3	0	0	1	-Inf	0	1
"ASXL1"	"KIT"	62	11	3	0	0	1	-Inf	0	1
"ASXL1"	"t(8;21)"	62	11	3	0	0	1	-Inf	0	1
"ASXL1"	"chr8gain"	62	11	3	0	0	1	-Inf	0	1
"ASXL1"	"inv(16)"	62	11	3	0	0	1	-Inf	0	1
"CBL"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"inv(16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NPM1"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"SETBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"STAG2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH2"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"inv(16)"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"PTEN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTEN"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"PTEN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"SF3B1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr11qdel"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"BRAF"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"BRINP3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"JAK2"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FLT3"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7loss"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RUNX1"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SMC1A"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"STAG2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ABL1"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"KIT"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NRAS"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr11qdel"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr17loss"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"NPM1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"SF3B1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RUNX1"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ABL1"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"MYC"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"BRINP3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(16;16)"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"KIT"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NOTCH2"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KIT"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"RUNX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"chr13gain"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"RUNX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"chr22gain"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"PTEN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr22gain"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"JAK2"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"NRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(11;19)"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"NF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"NF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FLT3"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
