A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
FLT3	t(8;21)	107	69	5	1	-1.689	0.408	1.000	Mutual exclusivity
FLT3	chr5qdel	107	69	5	1	-1.689	0.408	1.000	Mutual exclusivity
FLT3	chr21gain	107	69	5	1	-1.689	0.408	1.000	Mutual exclusivity
ETV6	chr8gain	159	4	18	1	1.143	0.428	1.000	Co-occurrence
DNMT3A	ATM	118	57	6	1	-1.535	0.433	1.000	Mutual exclusivity
DNMT3A	PHF6	118	57	6	1	-1.535	0.433	1.000	Mutual exclusivity
DNMT3A	chr8gain	109	54	15	4	-0.894	0.435	1.000	Mutual exclusivity
NPM1	chr8gain	109	54	15	4	-0.894	0.435	1.000	Mutual exclusivity
NF1	BCORL1	163	8	10	1	1.027	0.437	1.000	Co-occurrence
BCORL1	inv(16)	163	10	8	1	1.027	0.437	1.000	Co-occurrence
TET2	STAG2	137	35	7	3	0.746	0.438	1.000	Co-occurrence
STAG2	KRAS	163	9	9	1	1.009	0.440	1.000	Co-occurrence
KIT	KRAS	162	10	9	1	0.848	0.473	1.000	Co-occurrence
ASXL1	chr8gain	141	22	18	1	-1.490	0.475	1.000	Mutual exclusivity
NRAS	RAD21	156	21	4	1	0.893	0.479	1.000	Co-occurrence
SRSF2	PTPN11	161	13	7	1	0.823	0.480	1.000	Co-occurrence
FLT3	NF1	105	68	7	2	-1.181	0.486	1.000	Mutual exclusivity
NF1	RUNX1	161	8	12	1	0.746	0.495	1.000	Co-occurrence
TP53	NF1	161	12	8	1	0.746	0.495	1.000	Co-occurrence
TP53	inv(16)	161	12	8	1	0.746	0.495	1.000	Co-occurrence
ASXL1	MYC	155	22	4	1	0.817	0.495	1.000	Co-occurrence
ASXL1	ETV6	155	22	4	1	0.817	0.495	1.000	Co-occurrence
ASXL1	EZH2	155	22	4	1	0.817	0.495	1.000	Co-occurrence
WT1	KRAS	161	11	9	1	0.702	0.504	1.000	Co-occurrence
KIT	BCORL1	161	10	10	1	0.687	0.506	1.000	Co-occurrence
DNMT3A	KIT	115	56	9	2	-1.132	0.507	1.000	Mutual exclusivity
NPM1	KIT	115	56	9	2	-1.132	0.507	1.000	Mutual exclusivity
TET2	chr22gain	142	37	2	1	0.940	0.507	1.000	Co-occurrence
TET2	chr13gain	142	37	2	1	0.940	0.507	1.000	Co-occurrence
FLT3	STAG2	107	65	5	5	0.719	0.511	1.000	Co-occurrence
IDH2	chr7loss	149	29	3	1	0.776	0.517	1.000	Co-occurrence
FLT3	CSF3R	110	70	2	0	<-3	0.524	1.000	Mutual exclusivity
FLT3	t(15;17)	110	70	2	0	<-3	0.524	1.000	Mutual exclusivity
FLT3	chr11qdel	110	70	2	0	<-3	0.524	1.000	Mutual exclusivity
IDH2	chr8gain	137	26	15	4	0.491	0.524	1.000	Co-occurrence
NPM1	IDH2	105	47	19	11	0.371	0.528	1.000	Co-occurrence
IDH1	TP53	160	9	12	1	0.567	0.533	1.000	Co-occurrence
TP53	STAG2	160	12	9	1	0.567	0.533	1.000	Co-occurrence
STAG2	RUNX1	160	9	12	1	0.567	0.533	1.000	Co-occurrence
DNMT3A	CDKN2A	123	57	1	1	1.110	0.537	1.000	Co-occurrence
DNMT3A	t(15;17)	123	57	1	1	1.110	0.537	1.000	Co-occurrence
WT1	BCORL1	160	11	10	1	0.541	0.538	1.000	Co-occurrence
NRAS	t(8;21)	155	21	5	1	0.562	0.544	1.000	Co-occurrence
NRAS	chr21gain	155	21	5	1	0.562	0.544	1.000	Co-occurrence
ATM	chr8gain	157	6	18	1	0.540	0.544	1.000	Co-occurrence
PHF6	chr8gain	157	6	18	1	0.540	0.544	1.000	Co-occurrence
IDH2	ASXL1	134	25	18	5	0.574	0.546	1.000	Co-occurrence
DNMT3A	CBL	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
DNMT3A	MYCN	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
NPM1	MYCN	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
NPM1	U2AF1	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
DNMT3A	chr22gain	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
NPM1	chr22gain	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
DNMT3A	t(11;19)	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
NPM1	t(11;19)	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
NPM1	chr5loss	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
NPM1	SRSF2	113	55	11	3	-0.836	0.553	1.000	Mutual exclusivity
FLT3	MYCN	111	68	1	2	1.707	0.560	1.000	Co-occurrence
FLT3	HNRNPK	111	68	1	2	1.707	0.560	1.000	Co-occurrence
FLT3	chr13gain	111	68	1	2	1.707	0.560	1.000	Co-occurrence
IDH1	SRSF2	159	9	13	1	0.443	0.560	1.000	Co-occurrence
ASXL1	SMC1A	154	22	5	1	0.485	0.561	1.000	Co-occurrence
ASXL1	t(8;21)	154	22	5	1	0.485	0.561	1.000	Co-occurrence
ASXL1	chr5qdel	154	22	5	1	0.485	0.561	1.000	Co-occurrence
ASXL1	chr21gain	154	22	5	1	0.485	0.561	1.000	Co-occurrence
FLT3	RUNX1	105	64	7	6	0.492	0.566	1.000	Co-occurrence
KIT	TP53	159	10	12	1	0.406	0.568	1.000	Co-occurrence
BCORL1	RUNX1	159	10	12	1	0.406	0.568	1.000	Co-occurrence
TET2	chr17loss	140	38	4	0	<-3	0.581	1.000	Mutual exclusivity
TET2	ASXL1	127	32	17	6	0.486	0.583	1.000	Co-occurrence
TET2	ETV6	139	38	5	0	<-3	0.585	1.000	Mutual exclusivity
TET2	RAD21	139	38	5	0	<-3	0.585	1.000	Mutual exclusivity
IDH2	SMC1A	146	30	6	0	<-3	0.591	1.000	Mutual exclusivity
IDH2	t(8;21)	146	30	6	0	<-3	0.591	1.000	Mutual exclusivity
IDH2	chr21gain	146	30	6	0	<-3	0.591	1.000	Mutual exclusivity
IDH2	MYC	147	30	5	0	<-3	0.593	1.000	Mutual exclusivity
IDH2	EZH2	147	30	5	0	<-3	0.593	1.000	Mutual exclusivity
IDH2	RAD21	147	30	5	0	<-3	0.593	1.000	Mutual exclusivity
IDH2	ZRSR2	147	30	5	0	<-3	0.593	1.000	Mutual exclusivity
NPM1	SF3B1	122	56	2	2	1.123	0.593	1.000	Co-occurrence
DNMT3A	chr7qdel	122	56	2	2	1.123	0.593	1.000	Co-occurrence
PTPN11	chr8gain	156	7	18	1	0.308	0.594	1.000	Co-occurrence
ASXL1	ATM	152	23	7	0	<-3	0.598	1.000	Mutual exclusivity
ASXL1	PHF6	152	23	7	0	<-3	0.598	1.000	Mutual exclusivity
ASXL1	BCOR	152	23	7	0	<-3	0.598	1.000	Mutual exclusivity
NRAS	PTPN11	152	22	8	0	<-3	0.598	1.000	Mutual exclusivity
ASXL1	PTPN11	151	23	8	0	<-3	0.599	1.000	Mutual exclusivity
WT1	RUNX1	158	11	12	1	0.259	0.601	1.000	Co-occurrence
IDH2	ATM	145	30	7	0	<-3	0.602	1.000	Mutual exclusivity
TP53	RUNX1	156	13	13	0	<-3	0.603	1.000	Mutual exclusivity
WT1	SRSF2	156	12	14	0	<-3	0.603	1.000	Mutual exclusivity
KIT	chr8gain	152	11	19	0	<-3	0.608	1.000	Mutual exclusivity
BCORL1	chr8gain	152	11	19	0	<-3	0.608	1.000	Mutual exclusivity
NRAS	IDH1	150	22	10	0	<-3	0.612	1.000	Mutual exclusivity
ASXL1	IDH1	151	21	8	2	0.846	0.617	1.000	Co-occurrence
WT1	chr8gain	151	12	19	0	<-3	0.618	1.000	Mutual exclusivity
TP53	chr8gain	152	11	17	2	0.701	0.630	1.000	Co-occurrence
DNMT3A	NRAS	110	50	14	8	0.330	0.632	1.000	Co-occurrence
ASXL1	BCORL1	150	21	9	2	0.667	0.633	1.000	Co-occurrence
DNMT3A	ASXL1	107	52	17	6	-0.461	0.636	1.000	Mutual exclusivity
FLT3	CSF1R	110	68	2	2	0.694	0.639	1.000	Co-occurrence
SRSF2	chr8gain	151	12	17	2	0.566	0.644	1.000	Co-occurrence
FLT3	MYC	108	69	4	1	-1.354	0.650	1.000	Mutual exclusivity
FLT3	ETV6	108	69	4	1	-1.354	0.650	1.000	Mutual exclusivity
FLT3	EZH2	108	69	4	1	-1.354	0.650	1.000	Mutual exclusivity
FLT3	RAD21	108	69	4	1	-1.354	0.650	1.000	Mutual exclusivity
FLT3	ZRSR2	108	69	4	1	-1.354	0.650	1.000	Mutual exclusivity
FLT3	JAK2	108	69	4	1	-1.354	0.650	1.000	Mutual exclusivity
DNMT3A	ETV6	121	56	3	2	0.527	0.654	1.000	Co-occurrence
NPM1	RAD21	121	56	3	2	0.527	0.654	1.000	Co-occurrence
DNMT3A	SMC1A	119	57	5	1	-1.260	0.666	1.000	Mutual exclusivity
DNMT3A	t(8;21)	119	57	5	1	-1.260	0.666	1.000	Mutual exclusivity
DNMT3A	chr5qdel	119	57	5	1	-1.260	0.666	1.000	Mutual exclusivity
IDH2	STAG2	144	28	8	2	0.363	0.671	1.000	Co-occurrence
IDH2	KRAS	144	28	8	2	0.363	0.671	1.000	Co-occurrence
FLT3	IDH2	92	60	20	10	-0.383	0.682	1.000	Mutual exclusivity
TET2	inv(16)	136	37	8	1	-1.122	0.687	1.000	Mutual exclusivity
TET2	IDH1	135	37	9	1	-1.303	0.690	1.000	Mutual exclusivity
IDH2	KIT	142	29	10	1	-1.030	0.695	1.000	Mutual exclusivity
IDH2	BCORL1	142	29	10	1	-1.030	0.695	1.000	Mutual exclusivity
FLT3	BCOR	107	68	5	2	-0.668	0.709	1.000	Mutual exclusivity
DNMT3A	PTPN11	119	55	5	3	0.376	0.711	1.000	Co-occurrence
FLT3	BCORL1	106	65	6	5	0.443	0.751	1.000	Co-occurrence
NPM1	NRAS	108	52	16	6	-0.361	0.808	1.000	Mutual exclusivity
DNMT3A	IDH2	104	48	20	10	0.115	0.833	1.000	Co-occurrence
MYCN	SF3B1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	SF3B1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
CBL	CSF1R	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	CSF1R	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	CSF1R	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
CBL	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr17loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr17loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr17loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr17loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	chr17loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	chr17loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr7loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr7loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr7loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	chr7loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	chr7loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	chr7loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
MYC	CBL	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	CBL	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
MYC	MYCN	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	MYCN	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
MYC	BRAF	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	BRAF	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	EZH2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	EZH2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	EZH2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
CBL	RAD21	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	RAD21	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	RAD21	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	U2AF1	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	U2AF1	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	U2AF1	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	U2AF1	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	HNRNPK	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	HNRNPK	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	HNRNPK	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	HNRNPK	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	HNRNPK	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	JAK2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	JAK2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	JAK2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	JAK2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr22gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr22gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr22gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr22gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr22gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr22gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr5loss	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr5loss	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr5loss	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr5loss	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr5loss	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr13gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr13gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr13gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr13gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr13gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr13gain	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	chr17loss	170	8	4	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	chr7qdel	170	8	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	CSF1R	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	NOTCH1	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr17loss	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	chr17loss	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr17loss	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr7loss	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	chr7loss	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr7loss	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr7loss	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr7qdel	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	chr7qdel	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr7qdel	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	chr7qdel	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SF3B1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	SF3B1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SF3B1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
MYC	CSF1R	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	CSF1R	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	CSF1R	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	RAD21	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	NOTCH1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	NOTCH1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	NOTCH1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	ZRSR2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	ZRSR2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	JAK2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	JAK2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr17loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr17loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr17loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr17loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr17loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr7loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr7loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr7loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr7loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr7loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr7loss	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr7qdel	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr7qdel	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr7qdel	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr7qdel	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr7qdel	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr17loss	159	19	4	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr7loss	159	19	4	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr7qdel	159	19	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SF3B1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	CSF1R	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	CSF1R	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	CSF1R	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	CSF1R	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	CSF1R	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NOTCH1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NOTCH1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NOTCH1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	NOTCH1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	NOTCH1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	NOTCH1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
POT1	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
SF1	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
t(16;16)	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
POT1	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
SF1	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
t(16;16)	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
POT1	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
SF1	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
t(16;16)	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SF3B1	155	23	4	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CSF1R	155	23	4	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr17loss	155	23	4	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr7loss	155	23	4	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr7qdel	155	23	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	ATM	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	BCOR	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	BCOR	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	BCOR	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	BCOR	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	BCOR	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	BCOR	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	BCOR	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	ATM	173	2	7	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	PHF6	173	2	7	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	PHF6	173	2	7	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	PHF6	173	2	7	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	BCOR	173	2	7	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	BCOR	173	2	7	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	BCOR	173	2	7	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SF3B1	156	22	4	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	chr17loss	156	22	4	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	chr7loss	156	22	4	0	<-3	1.000	1.000	Mutual exclusivity
