A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
CDH2	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	RAD21	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	CDKN2A	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	POT1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
POT1	TBL1XR1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
POT1	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	chr5qdel	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
POT1	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	chr22gain	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
POT1	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	chr5loss	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
TP53	SRSF2	67	7	2	0	<-3	1.000	1.000	Mutual exclusivity
TP53	U2AF2	67	7	2	0	<-3	1.000	1.000	Mutual exclusivity
TP53	ABL1	67	7	2	0	<-3	1.000	1.000	Mutual exclusivity
TP53	ZRSR2	67	7	2	0	<-3	1.000	1.000	Mutual exclusivity
TP53	BCOR	67	7	2	0	<-3	1.000	1.000	Mutual exclusivity
TET2	ETV6	57	15	3	1	0.341	1.000	1.000	Co-occurrence
TET2	IDH1	57	15	3	1	0.341	1.000	1.000	Co-occurrence
TET2	NOTCH1	57	15	3	1	0.341	1.000	1.000	Co-occurrence
TET2	WT1	53	15	7	1	-0.986	1.000	1.000	Mutual exclusivity
FLT3	CBL	40	33	2	1	-0.722	1.000	1.000	Mutual exclusivity
FLT3	SF3B1	40	33	2	1	-0.722	1.000	1.000	Mutual exclusivity
FLT3	ATM	40	33	2	1	-0.722	1.000	1.000	Mutual exclusivity
FLT3	RUNX1	40	33	2	1	-0.722	1.000	1.000	Mutual exclusivity
FLT3	chr8gain	40	33	2	1	-0.722	1.000	1.000	Mutual exclusivity
ETV6	NRAS	68	4	4	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	IDH1	68	4	4	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	IDH1	68	4	4	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	EZH2	68	4	4	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	EZH2	68	4	4	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	NOTCH1	68	4	4	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	NOTCH1	68	4	4	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	ASXL1	45	20	8	3	-0.245	1.000	1.000	Mutual exclusivity
SRSF2	WT1	66	2	8	0	<-3	1.000	1.000	Mutual exclusivity
WT1	U2AF2	66	8	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	ZRSR2	66	8	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	BCOR	66	8	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	MYC	66	8	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	NF1	66	8	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr11qdel	66	8	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr7loss	66	8	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr13gain	66	8	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr21gain	66	8	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr17loss	66	8	2	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	CDH2	41	34	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	CSF3R	41	34	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	KRAS	41	34	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	NOTCH2	41	34	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	PTEN	41	34	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	RAD21	41	34	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	POT1	41	34	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	TBL1XR1	41	34	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	chr5loss	41	34	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	U2AF2	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	U2AF2	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	ABL1	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	ABL1	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	ZRSR2	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	ZRSR2	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	ZRSR2	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	BCOR	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	BCOR	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	BCOR	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	BCOR	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MYC	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	MYC	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	MYC	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	MYC	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	MYC	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	MYC	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	NF1	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	NF1	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	NF1	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	NF1	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	NF1	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr11qdel	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr11qdel	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr11qdel	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr11qdel	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr11qdel	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr11qdel	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr11qdel	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr7loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr7loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr7loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr7loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr7loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr7loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr7loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr13gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr13gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr13gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr13gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr13gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr13gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr13gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr13gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr21gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr21gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr21gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr21gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr21gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr21gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr21gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr21gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	chr21gain	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr17loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr17loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr17loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr17loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr17loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr17loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr17loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr17loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	chr17loss	71	3	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	U2AF2	63	11	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	ABL1	63	11	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	BCOR	63	11	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MYC	63	11	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	NF1	63	11	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr11qdel	63	11	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr7loss	63	11	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr13gain	63	11	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr17loss	63	11	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	U2AF2	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	ABL1	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	ZRSR2	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	BCOR	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	MYC	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	NF1	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	chr11qdel	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	chr7loss	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	chr13gain	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	chr21gain	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	chr17loss	64	10	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	ETV6	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	ETV6	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NRAS	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	NRAS	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	IDH1	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	IDH1	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	EZH2	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	EZH2	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	KRAS	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	KRAS	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	NOTCH2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	NOTCH2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	NOTCH2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NOTCH1	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	NOTCH1	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	NOTCH1	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	NOTCH1	71	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	SETBP1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SETBP1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SETBP1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SETBP1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SETBP1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	STAG2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	STAG2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	STAG2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	STAG2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	STAG2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	PTEN	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	PTEN	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	PTEN	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	PTEN	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	JAK2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	JAK2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	JAK2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	JAK2	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	BIRC3	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	BIRC3	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	BIRC3	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	BIRC3	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	BIRC3	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	MYCN	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	MYCN	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MYCN	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MYCN	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	MYCN	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	U2AF1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	U2AF1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	U2AF1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	U2AF1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	U2AF1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	RAD21	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	RAD21	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	RAD21	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	RAD21	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	RAD21	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	CDKN2A	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	CDKN2A	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	CDKN2A	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	CDKN2A	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	CDKN2A	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	POT1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	POT1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	POT1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	POT1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	POT1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	TBL1XR1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	TBL1XR1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	TBL1XR1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	TBL1XR1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	TBL1XR1	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr5qdel	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	chr5qdel	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr5qdel	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr5qdel	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr22gain	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	chr22gain	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	chr22gain	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr22gain	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr22gain	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr5loss	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	chr5loss	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	chr5loss	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr5loss	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr5loss	71	4	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	NRAS	50	22	3	1	-0.401	1.000	1.000	Mutual exclusivity
DNMT3A	EZH2	50	22	3	1	-0.401	1.000	1.000	Mutual exclusivity
DNMT3A	NOTCH1	50	22	3	1	-0.401	1.000	1.000	Mutual exclusivity
ASXL1	KRAS	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	NOTCH2	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SETBP1	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	STAG2	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	PTEN	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	JAK2	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	BIRC3	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MYCN	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	U2AF1	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	RAD21	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CDKN2A	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	POT1	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr5loss	64	11	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	IDH1	61	11	4	0	<-3	1.000	1.000	Mutual exclusivity
TP53	WT1	61	7	8	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	SRSF2	51	23	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	ZRSR2	51	23	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	NF1	51	23	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	chr11qdel	51	23	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	chr7loss	51	23	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	chr13gain	51	23	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	chr21gain	51	23	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	chr17loss	51	23	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	IDH1	62	10	4	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	EZH2	62	10	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SRSF2	73	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	SRSF2	73	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	U2AF2	73	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	U2AF2	73	1	2	0	<-3	1.000	1.000	Mutual exclusivity
