A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
NF1	chr21gain	72	2	2	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	chr21gain	72	2	2	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	chr17loss	72	2	2	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	chr17loss	72	2	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr17loss	72	2	2	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr17loss	72	2	2	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr17loss	72	2	2	0	<-3	1.000	1.000	Mutual exclusivity
TET2	U2AF2	58	16	2	0	<-3	1.000	1.000	Mutual exclusivity
TET2	ABL1	58	16	2	0	<-3	1.000	1.000	Mutual exclusivity
TET2	MYC	58	16	2	0	<-3	1.000	1.000	Mutual exclusivity
TET2	NF1	58	16	2	0	<-3	1.000	1.000	Mutual exclusivity
TET2	chr11qdel	58	16	2	0	<-3	1.000	1.000	Mutual exclusivity
TET2	chr7loss	58	16	2	0	<-3	1.000	1.000	Mutual exclusivity
TET2	chr13gain	58	16	2	0	<-3	1.000	1.000	Mutual exclusivity
TET2	chr21gain	58	16	2	0	<-3	1.000	1.000	Mutual exclusivity
TET2	chr17loss	58	16	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	CBL	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	CBL	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SF3B1	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	SF3B1	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	KRAS	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	KRAS	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	NOTCH2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	NOTCH2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	PHF6	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	PHF6	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	PHF6	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	PHF6	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	ATM	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	ATM	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	ATM	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	ATM	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SETBP1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	SETBP1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SETBP1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SETBP1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	STAG2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	STAG2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	STAG2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	STAG2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	RUNX1	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	RUNX1	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	RUNX1	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	RUNX1	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	RUNX1	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	RUNX1	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	KIT	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	KIT	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	KIT	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	KIT	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	KIT	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	KIT	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	PTEN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	PTEN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	PTEN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	PTEN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	PTEN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	PTEN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	JAK2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	JAK2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	JAK2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	JAK2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	JAK2	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	BIRC3	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	BIRC3	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	BIRC3	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	BIRC3	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	BIRC3	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	BIRC3	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MYCN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	MYCN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	MYCN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	MYCN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	MYCN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	MYCN	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	U2AF1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	U2AF1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	U2AF1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	U2AF1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	U2AF1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	U2AF1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	RAD21	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	RAD21	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	RAD21	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	RAD21	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	RAD21	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	RAD21	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	CDKN2A	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	CDKN2A	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	CDKN2A	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	CDKN2A	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	CDKN2A	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	POT1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	POT1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	POT1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	POT1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	POT1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	POT1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	TBL1XR1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	TBL1XR1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	TBL1XR1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	TBL1XR1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	TBL1XR1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	TBL1XR1	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
POT1	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	t(8;21)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr5qdel	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr5qdel	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr5qdel	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr5qdel	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr5qdel	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr5qdel	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr5qdel	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	chr8gain	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr22gain	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr22gain	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr22gain	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr22gain	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr22gain	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr22gain	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr22gain	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr22gain	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
POT1	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	inv(16)	72	1	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr5loss	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr5loss	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr5loss	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr5loss	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr5loss	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr5loss	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr5loss	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr5loss	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	chr5loss	72	3	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	NOTCH1	64	8	4	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	CBL	63	10	3	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	SF3B1	63	10	3	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	ATM	63	10	3	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	t(8;21)	63	10	3	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	inv(16)	63	10	3	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	DNMT3A	52	1	23	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	DNMT3A	52	1	23	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	NOTCH2	52	23	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	PTEN	52	23	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	JAK2	52	23	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	MYCN	52	23	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	U2AF1	52	23	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	POT1	52	23	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	TBL1XR1	52	23	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	chr5qdel	52	23	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	chr5loss	52	23	1	0	<-3	1.000	1.000	Mutual exclusivity
TP53	NRAS	65	7	4	0	<-3	1.000	1.000	Mutual exclusivity
TP53	NOTCH1	65	7	4	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	IDH2	46	20	7	3	-0.021	1.000	1.000	Mutual exclusivity
SRSF2	KRAS	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	NOTCH2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	SETBP1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	SETBP1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	SETBP1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	SETBP1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	STAG2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	STAG2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	STAG2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	STAG2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	PTEN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	PTEN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	PTEN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	PTEN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	PTEN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PTEN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	JAK2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	JAK2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	JAK2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	JAK2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	JAK2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	JAK2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	JAK2	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	BIRC3	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	BIRC3	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	BIRC3	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	BIRC3	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	BIRC3	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	BIRC3	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	BIRC3	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	MYCN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	MYCN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	MYCN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	MYCN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	MYCN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	MYCN	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	U2AF1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	U2AF1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	U2AF1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	U2AF1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	U2AF1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	U2AF1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	RAD21	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	RAD21	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	RAD21	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	RAD21	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	RAD21	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	RAD21	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	CDKN2A	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	CDKN2A	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	CDKN2A	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	CDKN2A	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	CDKN2A	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	CDKN2A	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	CDKN2A	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	POT1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	POT1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	POT1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	POT1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	POT1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	POT1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	TBL1XR1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	TBL1XR1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	TBL1XR1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	TBL1XR1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	TBL1XR1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	TBL1XR1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	TBL1XR1	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	chr5qdel	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	chr5qdel	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr5qdel	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr5qdel	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr5qdel	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr5qdel	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	chr5qdel	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	chr5qdel	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	chr22gain	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	chr22gain	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr22gain	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr22gain	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr22gain	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr22gain	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	chr22gain	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	chr22gain	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	chr22gain	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	chr22gain	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	chr5loss	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	chr5loss	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr5loss	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr5loss	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr5loss	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	chr5loss	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	chr5loss	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr21gain	chr5loss	73	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	KRAS	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	KRAS	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NOTCH2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	NOTCH2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	NOTCH2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SETBP1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	SETBP1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	SETBP1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	SETBP1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	STAG2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	STAG2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	STAG2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	STAG2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	PTEN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	PTEN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	PTEN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	PTEN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	PTEN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	PTEN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	JAK2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	JAK2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	JAK2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	JAK2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	JAK2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	JAK2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	JAK2	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	BIRC3	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	BIRC3	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	BIRC3	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	BIRC3	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	BIRC3	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	BIRC3	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	BIRC3	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	BIRC3	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MYCN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	MYCN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	MYCN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	MYCN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	MYCN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	MYCN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	MYCN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MYCN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	MYCN	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	U2AF1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	U2AF1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	U2AF1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	U2AF1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	U2AF1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	U2AF1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	U2AF1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	U2AF1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	U2AF1	74	1	1	0	<-3	1.000	1.000	Mutual exclusivity
