"A"	"B"	"Neither"	"A.Not.B"	"B.Not.A"	"Both"	"or"	"pval"	"logor"	"nlp"	"adjp"
"CBL"	"chr8gain"	116	1	1	1	82.2956707866993	0.0334710155248541	4.41031850346469	1.47533111076294	1
"BIRC3"	"RUNX1"	115	0	3	1	Inf	0.0336134453781512	Inf	1.47348697006457	1
"MYD88"	"RUNX1"	115	0	3	1	Inf	0.0336134453781512	Inf	1.47348697006457	1
"ASXL1"	"STAG2"	103	13	1	2	15.146625442405	0.0415420405450317	2.71777776406888	1.38151217473202	1
"chr5qdel"	"TP53"	114	0	4	1	Inf	0.0420168067226891	Inf	1.37657695705651	1
"chr8gain"	"STAG2"	115	1	2	1	47.153402776975	0.0499928785073351	3.85340617565832	1.30109185656885	1
"CBL"	"STAG2"	115	1	2	1	47.153402776975	0.0499928785073351	3.85340617565832	1.30109185656885	1
"BCORL1"	"MYC"	115	2	1	1	47.153402776975	0.0499928785073353	3.85340617565832	1.30109185656885	1
"IDH2"	"RUNX1"	104	11	2	2	9.11137379461734	0.058571412200181	2.20952350062896	1.2323143046838	1
"ASXL1"	"IDH2"	95	11	9	4	3.77703906350054	0.0594187573269977	1.32894038614455	1.22607643519259	1
"DNMT3A"	"JAK2"	89	28	0	2	Inf	0.0619569861843043	Inf	1.20790971608004	1
"DNMT3A"	"NRAS"	89	28	0	2	Inf	0.0619569861843043	Inf	1.20790971608004	1
"DNMT3A"	"NF1"	89	28	0	2	Inf	0.0619569861843043	Inf	1.20790971608004	1
"ATM"	"MYCN"	114	3	1	1	33.0313741146961	0.0663723116365192	3.49745784055662	1.17801305634467	1
"ATM"	"CDKN2A"	114	3	1	1	33.0313741146961	0.0663723116365192	3.49745784055662	1.17801305634467	1
"chr8gain"	"RUNX1"	114	1	3	1	33.0313741146961	0.066372311636519	3.49745784055662	1.17801305634467	1
"BIRC3"	"SRSF2"	110	0	8	1	Inf	0.0756302521008403	Inf	1.12130445195321	1
"MYD88"	"SRSF2"	110	0	8	1	Inf	0.0756302521008403	Inf	1.12130445195321	1
"ABL1"	"FLT3"	110	0	8	1	Inf	0.0756302521008403	Inf	1.12130445195321	1
"FLT3"	"MAP2K1"	110	8	0	1	Inf	0.0756302521008401	Inf	1.12130445195321	1
"FLT3"	"WT1"	110	8	0	1	Inf	0.0756302521008401	Inf	1.12130445195321	1
"MPL"	"SRSF2"	110	0	8	1	Inf	0.0756302521008403	Inf	1.12130445195321	1
"SMC1A"	"SRSF2"	110	0	8	1	Inf	0.0756302521008403	Inf	1.12130445195321	1
"FLT3"	"IL7R"	110	8	0	1	Inf	0.0756302521008401	Inf	1.12130445195321	1
"NF1"	"TP53"	113	1	4	1	25.3794044645121	0.0826093149124055	3.2339379972557	1.08297097947174	1
"DNMT3A"	"TET2"	76	21	13	9	2.48355527492135	0.099556102793135	0.909691112181429	1.00193211255123	1
"BIRC3"	"IDH2"	106	0	12	1	Inf	0.109243697478992	Inf	0.961603609085692	1
"IDH2"	"MYD88"	106	12	0	1	Inf	0.109243697478992	Inf	0.961603609085692	1
"IDH2"	"MPL"	106	12	0	1	Inf	0.109243697478992	Inf	0.961603609085692	1
"DNMT3A"	"SRSF2"	80	30	9	0	0	0.109540359880589	-Inf	0.960425836586919	1
"STAG2"	"TP53"	112	2	4	1	13.0928910838346	0.121814045044354	2.57206941755483	0.914302635072572	1
"ASXL1"	"BIRC3"	104	14	0	1	Inf	0.126050420168067	Inf	0.89945570233685	1
"ASXL1"	"MYD88"	104	14	0	1	Inf	0.126050420168067	Inf	0.89945570233685	1
"ASXL1"	"NOTCH1"	104	14	0	1	Inf	0.126050420168067	Inf	0.89945570233685	1
"ASXL1"	"MPL"	104	14	0	1	Inf	0.126050420168067	Inf	0.89945570233685	1
"FLT3"	"MYC"	109	8	1	1	12.9046208843872	0.14613302948298	2.55758545531846	0.835251612258876	1
"CDKN2A"	"FLT3"	109	1	8	1	12.904620884387	0.14613302948298	2.55758545531844	0.835251612258876	1
"FLT3"	"U2AF1"	109	8	1	1	12.9046208843872	0.14613302948298	2.55758545531846	0.835251612258876	1
"FLT3"	"MYCN"	109	8	1	1	12.9046208843872	0.14613302948298	2.55758545531846	0.835251612258876	1
"FLT3"	"ZRSR2"	109	8	1	1	12.9046208843872	0.14613302948298	2.55758545531846	0.835251612258876	1
"ASXL1"	"TET2"	87	10	17	5	2.53414411262508	0.150235751062131	0.929855951878141	0.823226707535128	1
"SF3B1"	"TET2"	97	0	21	1	Inf	0.184873949579832	Inf	0.733124280570324	1
"BRINP3"	"TET2"	97	0	21	1	Inf	0.184873949579832	Inf	0.733124280570324	1
"SMC1A"	"TET2"	97	0	21	1	Inf	0.184873949579832	Inf	0.733124280570324	1
"FLT3"	"TET2"	88	9	22	0	0	0.207150995030567	-Inf	0.683712976267465	1
"IDH2"	"NPM1"	105	12	1	1	8.44512226944483	0.207377866400798	2.13358902847879	0.683237598057656	1
"IDH2"	"NRAS"	105	12	1	1	8.44512226944483	0.207377866400798	2.13358902847879	0.683237598057656	1
"IDH2"	"NF1"	105	12	1	1	8.44512226944483	0.207377866400798	2.13358902847879	0.683237598057656	1
"chr8gain"	"IDH2"	105	1	12	1	8.44512226944478	0.207377866400798	2.13358902847879	0.683237598057656	1
"BCOR"	"SRSF2"	108	2	8	1	6.53250517238514	0.211815104138135	1.87679051020491	0.674043074398683	1
"SRSF2"	"STAG2"	108	8	2	1	6.53250517238514	0.211815104138135	1.87679051020491	0.674043074398683	1
"ASXL1"	"IDH1"	103	14	1	1	7.14166674395264	0.237145705739924	1.96594618663757	0.624984735192335	1
"ASXL1"	"JAK2"	103	14	1	1	7.14166674395264	0.237145705739924	1.96594618663757	0.624984735192335	1
"ASXL1"	"CBL"	103	14	1	1	7.14166674395264	0.237145705739924	1.96594618663757	0.624984735192335	1
"ASXL1"	"ZRSR2"	103	14	1	1	7.14166674395264	0.237145705739924	1.96594618663757	0.624984735192335	1
"ASXL1"	"chr8gain"	103	14	1	1	7.14166674395264	0.237145705739924	1.96594618663757	0.624984735192335	1
"BRINP3"	"DNMT3A"	89	0	29	1	Inf	0.252100840336135	Inf	0.598425706672867	1
"DNMT3A"	"FBXW7"	89	29	0	1	Inf	0.252100840336135	Inf	0.598425706672867	1
"ATM"	"FLT3"	107	3	8	1	4.36082662218142	0.272967380541211	1.47266163163405	0.563889247821379	1
"IDH2"	"STAG2"	104	12	2	1	4.24703810836657	0.295446992356265	1.44622182429925	0.529520426769866	1
"BCOR"	"IDH2"	104	2	12	1	4.24703810836657	0.295446992356265	1.44622182429925	0.529520426769866	1
"SRSF2"	"TP53"	106	8	4	1	3.26049218753704	0.329865585542333	1.18187816175472	0.481662991483102	1
"ASXL1"	"BCORL1"	102	14	2	1	3.58384749872026	0.334947538337369	1.2764369436271	0.475023209663971	1
"IDH1"	"TET2"	96	1	21	1	4.48954020327342	0.336846603047999	1.50175029189429	0.472567827960844	1
"JAK2"	"TET2"	96	1	21	1	4.48954020327342	0.336846603047999	1.50175029189429	0.472567827960844	1
"NPM1"	"TET2"	96	1	21	1	4.48954020327342	0.336846603047999	1.50175029189429	0.472567827960844	1
"TET2"	"U2AF1"	96	21	1	1	4.48954020327345	0.336846603047999	1.50175029189429	0.472567827960844	1
"chr8gain"	"TET2"	96	1	21	1	4.48954020327342	0.336846603047999	1.50175029189429	0.472567827960844	1
"ASXL1"	"DNMT3A"	76	13	28	2	0.420142636888039	0.350305241807217	-0.867161013721514	0.455553364049943	1
"ASXL1"	"RUNX1"	101	14	3	1	2.38117682160442	0.420945701483399	0.867594828335907	0.375773920950513	1
"DNMT3A"	"IDH1"	88	29	1	1	3.00037987524521	0.442244694487965	1.09873890573357	0.354337368522076	1
"DNMT3A"	"MYC"	88	29	1	1	3.00037987524521	0.442244694487965	1.09873890573357	0.354337368522076	1
"CDKN2A"	"DNMT3A"	88	1	29	1	3.00037987524521	0.442244694487965	1.09873890573357	0.354337368522076	1
"DNMT3A"	"U2AF1"	88	29	1	1	3.00037987524521	0.442244694487965	1.09873890573357	0.354337368522076	1
"IDH2"	"TP53"	102	12	4	1	2.10758658931782	0.445124895179529	0.745543496321656	0.351518115587743	1
"STAG2"	"TET2"	95	2	21	1	2.24268634757995	0.461542113585982	0.807674409638801	0.335788665464603	1
"BCOR"	"TET2"	95	2	21	1	2.24268634757995	0.461542113585982	0.807674409638801	0.335788665464603	1
"CSF1R"	"TET2"	95	2	21	1	2.24268634757995	0.461542113585982	0.807674409638801	0.335788665464603	1
"BCORL1"	"TET2"	95	2	21	1	2.24268634757995	0.461542113585982	0.807674409638801	0.335788665464603	1
"RUNX1"	"TET2"	94	3	21	1	1.48645448381636	0.563663436871399	0.396393743287499	0.248980135625081	1
"DNMT3A"	"STAG2"	86	30	3	0	0	0.570957457298435	-Inf	0.243396250333581	1
"BCORL1"	"DNMT3A"	86	3	30	0	0	0.570957457298434	-Inf	0.243396250333582	1
"TET2"	"TP53"	92	22	5	0	0	0.582634591790034	-Inf	0.234603734302321	1
"FLT3"	"IDH2"	97	9	13	0	0	0.594665683224715	-Inf	0.22572712290338	1
"ASXL1"	"FLT3"	95	15	9	0	0	0.60054861960752	-Inf	0.221451826941333	1
"DNMT3A"	"IDH2"	80	26	9	4	1.36371336177126	0.735651293557321	0.310211392008659	0.133327997035558	1
"MYC"	"TP53"	112	2	5	0	0	1	-Inf	0	1
"NRAS"	"TP53"	112	2	5	0	0	1	-Inf	0	1
"CDKN2A"	"TP53"	112	2	5	0	0	1	-Inf	0	1
"TP53"	"U2AF1"	112	5	2	0	0	1	-Inf	0	1
"chr8gain"	"TP53"	112	2	5	0	0	1	-Inf	0	1
"ATM"	"NPM1"	113	4	2	0	0	1	-Inf	0	1
"NPM1"	"RUNX1"	113	2	4	0	0	1	-Inf	0	1
"ATM"	"ZRSR2"	113	4	2	0	0	1	-Inf	0	1
"RUNX1"	"ZRSR2"	113	4	2	0	0	1	-Inf	0	1
"ATM"	"MYC"	113	4	2	0	0	1	-Inf	0	1
"MYC"	"RUNX1"	113	2	4	0	0	1	-Inf	0	1
"ATM"	"NRAS"	113	4	2	0	0	1	-Inf	0	1
"NRAS"	"RUNX1"	113	2	4	0	0	1	-Inf	0	1
"CDKN2A"	"RUNX1"	113	2	4	0	0	1	-Inf	0	1
"ATM"	"U2AF1"	113	4	2	0	0	1	-Inf	0	1
"RUNX1"	"U2AF1"	113	4	2	0	0	1	-Inf	0	1
"ATM"	"NF1"	113	4	2	0	0	1	-Inf	0	1
"NF1"	"RUNX1"	113	2	4	0	0	1	-Inf	0	1
"ATM"	"chr8gain"	113	4	2	0	0	1	-Inf	0	1
"MYCN"	"STAG2"	114	2	3	0	0	1	-Inf	0	1
"NPM1"	"STAG2"	114	2	3	0	0	1	-Inf	0	1
"STAG2"	"ZRSR2"	114	3	2	0	0	1	-Inf	0	1
"MYC"	"STAG2"	114	2	3	0	0	1	-Inf	0	1
"BCOR"	"MYC"	114	3	2	0	0	1	-Inf	0	1
"CSF1R"	"MYC"	114	3	2	0	0	1	-Inf	0	1
"NRAS"	"STAG2"	114	2	3	0	0	1	-Inf	0	1
"BCOR"	"NRAS"	114	3	2	0	0	1	-Inf	0	1
"CSF1R"	"NRAS"	114	3	2	0	0	1	-Inf	0	1
"CDKN2A"	"STAG2"	114	2	3	0	0	1	-Inf	0	1
"BCOR"	"CDKN2A"	114	3	2	0	0	1	-Inf	0	1
"CDKN2A"	"CSF1R"	114	2	3	0	0	1	-Inf	0	1
"BCORL1"	"CDKN2A"	114	3	2	0	0	1	-Inf	0	1
"STAG2"	"U2AF1"	114	3	2	0	0	1	-Inf	0	1
"BCOR"	"U2AF1"	114	3	2	0	0	1	-Inf	0	1
"CSF1R"	"U2AF1"	114	3	2	0	0	1	-Inf	0	1
"BCORL1"	"U2AF1"	114	3	2	0	0	1	-Inf	0	1
"NF1"	"STAG2"	114	2	3	0	0	1	-Inf	0	1
"BCOR"	"NF1"	114	3	2	0	0	1	-Inf	0	1
"CSF1R"	"NF1"	114	3	2	0	0	1	-Inf	0	1
"BCORL1"	"NF1"	114	3	2	0	0	1	-Inf	0	1
"BCOR"	"chr8gain"	114	3	2	0	0	1	-Inf	0	1
"chr8gain"	"CSF1R"	114	2	3	0	0	1	-Inf	0	1
"BCORL1"	"chr8gain"	114	3	2	0	0	1	-Inf	0	1
"CDH2"	"SRSF2"	109	1	9	0	0	1	-Inf	0	1
"CDH2"	"FLT3"	109	1	9	0	0	1	-Inf	0	1
"FLT3"	"SF3B1"	109	9	1	0	0	1	-Inf	0	1
"BIRC3"	"FLT3"	109	1	9	0	0	1	-Inf	0	1
"FLT3"	"MYD88"	109	9	1	0	0	1	-Inf	0	1
"FLT3"	"SETBP1"	109	9	1	0	0	1	-Inf	0	1
"FLT3"	"NOTCH1"	109	9	1	0	0	1	-Inf	0	1
"ATM"	"IDH1"	113	4	2	0	0	1	-Inf	0	1
"ATM"	"JAK2"	113	4	2	0	0	1	-Inf	0	1
"ATM"	"CBL"	113	4	2	0	0	1	-Inf	0	1
"IDH1"	"RUNX1"	113	2	4	0	0	1	-Inf	0	1
"JAK2"	"RUNX1"	113	2	4	0	0	1	-Inf	0	1
"CBL"	"RUNX1"	113	2	4	0	0	1	-Inf	0	1
"MYCN"	"RUNX1"	113	2	4	0	0	1	-Inf	0	1
"MYCN"	"TET2"	95	2	22	0	0	1	-Inf	0	1
"TET2"	"ZRSR2"	95	22	2	0	0	1	-Inf	0	1
"MYC"	"TET2"	95	2	22	0	0	1	-Inf	0	1
"NRAS"	"TET2"	95	2	22	0	0	1	-Inf	0	1
"CDKN2A"	"TET2"	95	2	22	0	0	1	-Inf	0	1
"NF1"	"TET2"	95	2	22	0	0	1	-Inf	0	1
"BCOR"	"TP53"	111	3	5	0	0	1	-Inf	0	1
"CSF1R"	"TP53"	111	3	5	0	0	1	-Inf	0	1
"BCORL1"	"TP53"	111	3	5	0	0	1	-Inf	0	1
"CSF1R"	"SRSF2"	107	3	9	0	0	1	-Inf	0	1
"CSF1R"	"FLT3"	107	3	9	0	0	1	-Inf	0	1
"BCORL1"	"SRSF2"	107	3	9	0	0	1	-Inf	0	1
"BCORL1"	"FLT3"	107	3	9	0	0	1	-Inf	0	1
"IDH1"	"STAG2"	114	2	3	0	0	1	-Inf	0	1
"JAK2"	"STAG2"	114	2	3	0	0	1	-Inf	0	1
"BCOR"	"IDH1"	114	3	2	0	0	1	-Inf	0	1
"BCOR"	"JAK2"	114	3	2	0	0	1	-Inf	0	1
"BCOR"	"CBL"	114	3	2	0	0	1	-Inf	0	1
"BCOR"	"MYCN"	114	3	2	0	0	1	-Inf	0	1
"BCOR"	"NPM1"	114	3	2	0	0	1	-Inf	0	1
"BCOR"	"ZRSR2"	114	3	2	0	0	1	-Inf	0	1
"CSF1R"	"IDH1"	114	3	2	0	0	1	-Inf	0	1
"CSF1R"	"JAK2"	114	3	2	0	0	1	-Inf	0	1
"CBL"	"CSF1R"	114	2	3	0	0	1	-Inf	0	1
"CSF1R"	"MYCN"	114	3	2	0	0	1	-Inf	0	1
"CSF1R"	"NPM1"	114	3	2	0	0	1	-Inf	0	1
"CSF1R"	"ZRSR2"	114	3	2	0	0	1	-Inf	0	1
"BCORL1"	"IDH1"	114	3	2	0	0	1	-Inf	0	1
"BCORL1"	"JAK2"	114	3	2	0	0	1	-Inf	0	1
"BCORL1"	"CBL"	114	3	2	0	0	1	-Inf	0	1
"BCORL1"	"MYCN"	114	3	2	0	0	1	-Inf	0	1
"BCORL1"	"NPM1"	114	3	2	0	0	1	-Inf	0	1
"BCORL1"	"ZRSR2"	114	3	2	0	0	1	-Inf	0	1
"BCORL1"	"NRAS"	114	3	2	0	0	1	-Inf	0	1
"CDH2"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"SF3B1"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"BIRC3"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"MYD88"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"SETBP1"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"NOTCH1"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"RAD21"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"ABL1"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"EZH2"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"PHF6"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"MAP2K1"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"TP53"	"WT1"	113	5	1	0	0	1	-Inf	0	1
"BRINP3"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"PRPF40B"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"MPL"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"SMC1A"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"KRAS"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"FBXW7"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"IL7R"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"SF1"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"chr17loss"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"inv(16)"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"t(11;19)"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"t(8;21)"	"TP53"	113	1	5	0	0	1	-Inf	0	1
"IDH1"	"IDH2"	104	2	13	0	0	1	-Inf	0	1
"IDH2"	"JAK2"	104	13	2	0	0	1	-Inf	0	1
"CBL"	"IDH2"	104	2	13	0	0	1	-Inf	0	1
"IDH2"	"MYCN"	104	13	2	0	0	1	-Inf	0	1
"IDH2"	"ZRSR2"	104	13	2	0	0	1	-Inf	0	1
"IDH2"	"MYC"	104	13	2	0	0	1	-Inf	0	1
"CDKN2A"	"IDH2"	104	2	13	0	0	1	-Inf	0	1
"IDH2"	"U2AF1"	104	13	2	0	0	1	-Inf	0	1
"CDH2"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"SF3B1"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BIRC3"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"MYD88"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"SETBP1"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"NOTCH1"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"CDH2"	115	3	1	0	0	1	-Inf	0	1
"BCOR"	"SF3B1"	115	3	1	0	0	1	-Inf	0	1
"BCOR"	"BIRC3"	115	3	1	0	0	1	-Inf	0	1
"BCOR"	"MYD88"	115	3	1	0	0	1	-Inf	0	1
"BCOR"	"SETBP1"	115	3	1	0	0	1	-Inf	0	1
"BCOR"	"NOTCH1"	115	3	1	0	0	1	-Inf	0	1
"CDH2"	"CSF1R"	115	1	3	0	0	1	-Inf	0	1
"CSF1R"	"SF3B1"	115	3	1	0	0	1	-Inf	0	1
"BIRC3"	"CSF1R"	115	1	3	0	0	1	-Inf	0	1
"CSF1R"	"MYD88"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"SETBP1"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"NOTCH1"	115	3	1	0	0	1	-Inf	0	1
"RAD21"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"RAD21"	115	3	1	0	0	1	-Inf	0	1
"ABL1"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"ABL1"	"BCOR"	115	1	3	0	0	1	-Inf	0	1
"ABL1"	"CSF1R"	115	1	3	0	0	1	-Inf	0	1
"EZH2"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"EZH2"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"EZH2"	115	3	1	0	0	1	-Inf	0	1
"PHF6"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"PHF6"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"PHF6"	115	3	1	0	0	1	-Inf	0	1
"MAP2K1"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"MAP2K1"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"MAP2K1"	115	3	1	0	0	1	-Inf	0	1
"STAG2"	"WT1"	115	3	1	0	0	1	-Inf	0	1
"BCOR"	"WT1"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"WT1"	115	3	1	0	0	1	-Inf	0	1
"BRINP3"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"BRINP3"	115	3	1	0	0	1	-Inf	0	1
"BRINP3"	"CSF1R"	115	1	3	0	0	1	-Inf	0	1
"BCORL1"	"CDH2"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"SF3B1"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"BIRC3"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"MYD88"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"SETBP1"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"NOTCH1"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"RAD21"	115	3	1	0	0	1	-Inf	0	1
"ABL1"	"BCORL1"	115	1	3	0	0	1	-Inf	0	1
"BCORL1"	"EZH2"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"PHF6"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"MAP2K1"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"WT1"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"BRINP3"	115	3	1	0	0	1	-Inf	0	1
"PRPF40B"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"PRPF40B"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"PRPF40B"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"PRPF40B"	115	3	1	0	0	1	-Inf	0	1
"BCOR"	"MPL"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"MPL"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"MPL"	115	3	1	0	0	1	-Inf	0	1
"SMC1A"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"SMC1A"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"SMC1A"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"SMC1A"	115	3	1	0	0	1	-Inf	0	1
"KRAS"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"KRAS"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"KRAS"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"KRAS"	115	3	1	0	0	1	-Inf	0	1
"FBXW7"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"FBXW7"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"FBXW7"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"FBXW7"	115	3	1	0	0	1	-Inf	0	1
"IL7R"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"IL7R"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"IL7R"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"IL7R"	115	3	1	0	0	1	-Inf	0	1
"SF1"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"CSF1R"	"SF1"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"SF1"	115	3	1	0	0	1	-Inf	0	1
"chr17loss"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"chr17loss"	115	3	1	0	0	1	-Inf	0	1
"chr17loss"	"CSF1R"	115	1	3	0	0	1	-Inf	0	1
"BCORL1"	"chr17loss"	115	3	1	0	0	1	-Inf	0	1
"inv(16)"	"STAG2"	115	1	3	0	0	1	-Inf	0	1
"BCOR"	"inv(16)"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"inv(16)"	115	3	1	0	0	1	-Inf	0	1
"STAG2"	"t(11;19)"	115	3	1	0	0	1	-Inf	0	1
"BCOR"	"t(11;19)"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"t(11;19)"	115	3	1	0	0	1	-Inf	0	1
"BCORL1"	"t(11;19)"	115	3	1	0	0	1	-Inf	0	1
"STAG2"	"t(8;21)"	115	3	1	0	0	1	-Inf	0	1
"BCOR"	"t(8;21)"	115	3	1	0	0	1	-Inf	0	1
"CSF1R"	"t(8;21)"	115	3	1	0	0	1	-Inf	0	1
"BCOR"	"chr5qdel"	115	3	1	0	0	1	-Inf	0	1
"chr5qdel"	"CSF1R"	115	1	3	0	0	1	-Inf	0	1
"BCORL1"	"chr5qdel"	115	3	1	0	0	1	-Inf	0	1
"CDH2"	"IDH2"	105	1	13	0	0	1	-Inf	0	1
"IDH2"	"SF3B1"	105	13	1	0	0	1	-Inf	0	1
"IDH2"	"SETBP1"	105	13	1	0	0	1	-Inf	0	1
"IDH2"	"NOTCH1"	105	13	1	0	0	1	-Inf	0	1
"IDH2"	"RAD21"	105	13	1	0	0	1	-Inf	0	1
"ABL1"	"IDH2"	105	1	13	0	0	1	-Inf	0	1
"EZH2"	"IDH2"	105	1	13	0	0	1	-Inf	0	1
"IDH2"	"PHF6"	105	13	1	0	0	1	-Inf	0	1
"IDH2"	"MAP2K1"	105	13	1	0	0	1	-Inf	0	1
"IDH2"	"WT1"	105	13	1	0	0	1	-Inf	0	1
"BRINP3"	"IDH2"	105	1	13	0	0	1	-Inf	0	1
"IDH2"	"PRPF40B"	105	13	1	0	0	1	-Inf	0	1
"IDH2"	"SMC1A"	105	13	1	0	0	1	-Inf	0	1
"IDH2"	"KRAS"	105	13	1	0	0	1	-Inf	0	1
"FBXW7"	"IDH2"	105	1	13	0	0	1	-Inf	0	1
"IDH2"	"IL7R"	105	13	1	0	0	1	-Inf	0	1
"IDH2"	"SF1"	105	13	1	0	0	1	-Inf	0	1
"chr17loss"	"IDH2"	105	1	13	0	0	1	-Inf	0	1
"IDH2"	"inv(16)"	105	13	1	0	0	1	-Inf	0	1
"IDH2"	"t(11;19)"	105	13	1	0	0	1	-Inf	0	1
"IDH2"	"t(8;21)"	105	13	1	0	0	1	-Inf	0	1
"chr5qdel"	"IDH2"	105	1	13	0	0	1	-Inf	0	1
"CBL"	"JAK2"	115	2	2	0	0	1	-Inf	0	1
"IDH1"	"MYCN"	115	2	2	0	0	1	-Inf	0	1
"JAK2"	"MYCN"	115	2	2	0	0	1	-Inf	0	1
"CBL"	"MYCN"	115	2	2	0	0	1	-Inf	0	1
"JAK2"	"NPM1"	115	2	2	0	0	1	-Inf	0	1
"MYCN"	"NPM1"	115	2	2	0	0	1	-Inf	0	1
"IDH1"	"ZRSR2"	115	2	2	0	0	1	-Inf	0	1
"JAK2"	"ZRSR2"	115	2	2	0	0	1	-Inf	0	1
"CBL"	"ZRSR2"	115	2	2	0	0	1	-Inf	0	1
"NPM1"	"ZRSR2"	115	2	2	0	0	1	-Inf	0	1
"IDH1"	"MYC"	115	2	2	0	0	1	-Inf	0	1
"JAK2"	"MYC"	115	2	2	0	0	1	-Inf	0	1
"CBL"	"MYC"	115	2	2	0	0	1	-Inf	0	1
"MYC"	"MYCN"	115	2	2	0	0	1	-Inf	0	1
"MYC"	"NPM1"	115	2	2	0	0	1	-Inf	0	1
"MYC"	"ZRSR2"	115	2	2	0	0	1	-Inf	0	1
"IDH1"	"NRAS"	115	2	2	0	0	1	-Inf	0	1
"JAK2"	"NRAS"	115	2	2	0	0	1	-Inf	0	1
"CBL"	"NRAS"	115	2	2	0	0	1	-Inf	0	1
"MYCN"	"NRAS"	115	2	2	0	0	1	-Inf	0	1
"NPM1"	"NRAS"	115	2	2	0	0	1	-Inf	0	1
"NRAS"	"ZRSR2"	115	2	2	0	0	1	-Inf	0	1
