A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
CDH2	ASXL1	103	1	15	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SF3B1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SETBP1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	RAD21	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	ABL1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	EZH2	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	PHF6	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MAP2K1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	WT1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	BRINP3	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	PRPF40B	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SMC1A	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	KRAS	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	FBXW7	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	IL7R	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SF1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr17loss	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	inv(16)	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(11;19)	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(8;21)	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr5qdel	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
TET2	IDH2	86	20	11	2	-0.355	1.000	1.000	Mutual exclusivity
DNMT3A	BCOR	87	29	2	1	0.585	1.000	1.000	Co-occurrence
DNMT3A	CSF1R	87	29	2	1	0.585	1.000	1.000	Co-occurrence
DNMT3A	TP53	85	29	4	1	-0.449	1.000	1.000	Mutual exclusivity
ASXL1	ATM	100	15	4	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	CSF1R	103	13	3	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	BCORL1	103	13	3	0	<-3	1.000	1.000	Mutual exclusivity
